	WP_id	cds	OG	KO id	KO description
Leaf187|34	WP_023466521.1	cds176	OG0000987	K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
Leaf187|35	WP_023466526.1	cds173	OG0002863	K15460	yfiC; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]
Leaf187|36	WP_023466528.1	cds172	OG0001308	K07461	putative endonuclease
Leaf187|37	WP_023466531.1	cds170	OG0002328	K06284	abrB; transcriptional pleiotropic regulator of transition state genes
Leaf187|38	WP_023466533.1	cds169	OG0000914	K01874	MARS; methionyl-tRNA synthetase [EC:6.1.1.10]
Leaf187|39	WP_023466535.1	cds168	OG0000194	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
Leaf187|40	WP_023466539.1	cds166	OG0007203	K05985	rnmV; ribonuclease M5 [EC:3.1.26.8]
Leaf187|41	WP_023466542.1	cds163	OG0001303	K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
Leaf187|42	WP_023466544.1	cds162	OG0002173	K03816	xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
Leaf187|43	WP_023466546.1	cds161	OG0007204	K06412	spoVG; stage V sporulation protein G
Leaf187|44	WP_023466548.1	cds160	OG0001285	K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
Leaf187|45	WP_023466549.1	cds158	OG0000891	K01056	PTH1; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
Leaf187|46	WP_023466550.1	cds157	OG0000654	K03723	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
Leaf187|47	WP_023466554.1	cds155	OG0000998	K04765	mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]
Leaf187|48	WP_023466556.1	cds154	OG0001119	K04762	hslR; ribosome-associated heat shock protein Hsp15
Leaf187|49	WP_023466557.1	cds153	OG0007205	K13052	divIC; cell division protein DivIC
Leaf187|50	WP_023466558.1	cds152	OG0005703	K07571	S1 RNA binding domain protein
Leaf187|51	WP_023466560.1	cds150	OG0000904	K00760	hprT; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
Leaf187|52	WP_023466561.1	cds149	OG0000561	K03798	ftsH; cell division protease FtsH [EC:3.4.24.-]
Leaf187|53	WP_023466563.1	cds147	OG0001591	K04083	hslO; molecular chaperone Hsp33
Leaf187|54	WP_023466564.1	cds146			
Leaf187|55	WP_023466565.1	cds145	OG0000134	K01697	CBS; cystathionine beta-synthase [EC:4.2.1.22]
Leaf187|56	WP_023466569.1	cds142	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
Leaf187|57	WP_023466572.1	cds140	OG0000641	K01633	folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]
Leaf187|58	WP_023466573.1	cds139	OG0000394	K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
Leaf187|59	WP_023466575.1	cds138	OG0000331	K05540	dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]
Leaf187|60	WP_023466576.1	cds137	OG0000864	K04567	KARS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]
Leaf187|61	WP_023466578.1	cds397	OG0007206	K03708	ctsR; transcriptional regulator of stress and heat shock response
Leaf187|62	WP_023466580.1	cds398	OG0007207	K19411	mcsA; protein arginine kinase activator
Leaf187|63	WP_023466589.1	cds401	OG0000947	K04485	radA; DNA repair protein RadA/Sms
Leaf187|64	WP_023466590.1	cds402	OG0007208		
Leaf187|65	WP_023466595.1	cds405	OG0000792	K01885	EARS; glutamyl-tRNA synthetase [EC:6.1.1.17]
Leaf187|66	WP_023466603.1	cds412	OG0000723	K02913	RP-L33; large subunit ribosomal protein L33
Leaf187|67	WP_023466605.1	cds413	OG0001323	K03073	secE; preprotein translocase subunit SecE
Leaf187|68	WP_023466607.1	cds414	OG0000966	K02601	nusG; transcriptional antiterminator NusG
Leaf187|69	WP_023466610.1	cds416	OG0000965	K02863	RP-L1; large subunit ribosomal protein L1
Leaf187|70	WP_023466613.1	cds418	OG0001106	K02935	RP-L7; large subunit ribosomal protein L7/L12
Leaf187|71	WP_023466614.1	cds419	OG0001560	K00564	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]
Leaf187|72	WP_023466620.1	cds422	OG0007209	K07590	RP-L7A; large subunit ribosomal protein L7A
Leaf187|73	WP_023466621.1	cds423	OG0001105	K02950	RP-S12; small subunit ribosomal protein S12
Leaf187|74	WP_023466623.1	cds424	OG0001104	K02992	RP-S7; small subunit ribosomal protein S7
Leaf187|75	WP_023466627.1	cds426	OG0000679	K02358	tuf; elongation factor Tu
Leaf187|76	WP_023466629.1	cds429	OG0001102	K02906	RP-L3; large subunit ribosomal protein L3
Leaf187|77	WP_023466630.1	cds430	OG0001101	K02926	RP-L4; large subunit ribosomal protein L4
Leaf187|78	WP_023466631.1	cds431	OG0000962	K02892	RP-L23; large subunit ribosomal protein L23
Leaf187|79	WP_023466632.1	cds432	OG0001100	K02886	RP-L2; large subunit ribosomal protein L2
Leaf187|80	WP_023466633.1	cds435	OG0001098	K02982	RP-S3; small subunit ribosomal protein S3
Leaf187|81	WP_023466634.1	cds438	OG0001097	K02961	RP-S17; small subunit ribosomal protein S17
Leaf187|82	WP_023466635.1	cds441	OG0001094	K02931	RP-L5; large subunit ribosomal protein L5
Leaf187|83	WP_023466636.1	cds442	OG0001093	K02954	RP-S14; small subunit ribosomal protein S14
Leaf187|84	WP_023466637.1	cds444	OG0001091	K02933	RP-L6; large subunit ribosomal protein L6
Leaf187|85	WP_023466638.1	cds445	OG0000958	K02881	RP-L18; large subunit ribosomal protein L18
Leaf187|86	WP_023466639.1	cds446	OG0000957	K02988	RP-S5; small subunit ribosomal protein S5
Leaf187|87	WP_023466640.1	cds447	OG0001090	K02907	RP-L30; large subunit ribosomal protein L30
Leaf187|88	WP_023466642.1	cds449	OG0001089	K03076	secY; preprotein translocase subunit SecY
Leaf187|89	WP_023466643.1	cds450	OG0001032	K00939	adk; adenylate kinase [EC:2.7.4.3]
Leaf187|90	WP_023466644.1	cds451	OG0000294	K01265	map; methionyl aminopeptidase [EC:3.4.11.18]
Leaf187|91	WP_023466646.1	cds454	OG0001088	K02952	RP-S13; small subunit ribosomal protein S13
Leaf187|92	WP_023466647.1	cds455	OG0001087	K02948	RP-S11; small subunit ribosomal protein S11
Leaf187|93	WP_023466648.1	cds456	OG0000955	K03040	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
Leaf187|94	WP_023466649.1	cds457	OG0000954	K02879	RP-L17; large subunit ribosomal protein L17
Leaf187|95	WP_023466650.1	cds458	OG0003634	K16784	bioM; biotin transport system ATP-binding protein [EC:3.6.3.-]
Leaf187|96	WP_023466653.1	cds461	OG0000700	K06173	truA; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
Leaf187|97	WP_023466654.1	cds462	OG0000899	K02871	RP-L13; large subunit ribosomal protein L13
Leaf187|98	WP_023466655.1	cds463	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
Leaf187|99	WP_023466657.1	cds466	OG0000915	K03593	mrp; ATP-binding protein involved in chromosome partitioning
Leaf187|100	WP_023466660.1	cds3046	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf187|101	WP_023466661.1	cds3047	OG0007210		
Leaf187|102	WP_023466663.1	cds3048	OG0005495	K18672	dacA; diadenylate cyclase [EC:2.7.7.85]
Leaf187|103	WP_023466665.1	cds3049	OG0005537		
Leaf187|104	WP_023466667.1	cds3050	OG0000212	K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]
Leaf187|105	WP_023466669.1	cds3051	OG0000849	K00820	glmS; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]
Leaf187|106	WP_023466677.1	cds3055	OG0000182		
Leaf187|107	WP_023466686.1	cds3062	OG0000344	K09936	TC.BAT2; bacterial/archaeal transporter family-2 protein
Leaf187|108	WP_023466710.1	cds3072	OG0007211		
Leaf187|109	WP_023466727.1	cds3085	OG0001111		
Leaf187|110	WP_023466728.1	cds3086			
Leaf187|111	WP_023466743.1	cds3097	OG0000607	K00111	glpA; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
Leaf187|112	WP_023466744.1	cds3098	OG0001067	K03810	mviM; virulence factor
Leaf187|113	WP_023466745.1	cds3099			
Leaf187|114	WP_023466748.1	cds3102	OG0002816		
Leaf187|115	WP_023466749.1	cds3103	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf187|116	WP_023466752.1	cds3106	OG0000671		
Leaf187|117	WP_023466753.1	cds3107	OG0001656		
Leaf187|118	WP_023466757.1	cds3110	OG0002173	K03816	xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
Leaf187|119	WP_023466762.1	cds3113	OG0000157	K02439	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]
Leaf187|120	WP_023466768.1	cds3118			
Leaf187|121	WP_023466777.1	cds3127	OG0004743	K07023	putative hydrolases of HD superfamily
Leaf187|122	WP_023466787.1	cds3135	OG0004183	K06885	uncharacterized protein
Leaf187|123	WP_023466789.1	cds3137	OG0002567	K03317	TC.CNT; concentrative nucleoside transporter, CNT family
Leaf187|124	WP_023466793.1	cds3140			
Leaf187|125	WP_023466794.1	cds3141	OG0007212		
Leaf187|126	WP_023466795.1	cds3142	OG0001240	K07098	uncharacterized protein
Leaf187|127	WP_023466799.1	cds3145	OG0001603	K00797	speE; spermidine synthase [EC:2.5.1.16]
Leaf187|128	WP_023466803.1	cds3148	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
Leaf187|129	WP_023466804.1	cds3149	OG0002796		
Leaf187|130	WP_023466806.1	cds3151	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Leaf187|131	WP_023466807.1	cds3152			
Leaf187|132	WP_023466808.1	cds3153	OG0000468	K07213	ATOX1; copper chaperone
Leaf187|133	WP_023466810.1	cds3155	OG0000449	K07807	uncharacterized protein
Leaf187|134	WP_023466812.1	cds3157	OG0004181		
Leaf187|135	WP_023466816.1	cds3159	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Leaf187|136	WP_023466820.1	cds3162			
Leaf187|137	WP_023466825.1	cds3167	OG0000137	K06189	corC; magnesium and cobalt transporter
Leaf187|138	WP_023466830.1	cds3172	OG0000533	K06199	crcB; fluoride exporter
Leaf187|139	WP_023466833.1	cds3175			
Leaf187|140	WP_023466838.1	cds3179	OG0001149	K12152	nudJ; phosphatase NudJ [EC:3.6.1.-]
Leaf187|141	WP_023466843.1	cds3182	OG0004192		
Leaf187|142	WP_023466847.1	cds3185	OG0001635	K07156	copC; copper resistance protein C
Leaf187|143	WP_023466910.1	cds3216	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
Leaf187|144	WP_023466912.1	cds3217	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf187|145	WP_023466923.1	cds3226	OG0004744		
Leaf187|146	WP_023466924.1	cds3227	OG0000175	K16264	czcD; cobalt-zinc-cadmium efflux system protein
Leaf187|147	WP_023466926.1	cds3229	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf187|148	WP_023466934.1	cds3269	OG0000265	K07058	membrane protein
Leaf187|149	WP_023466936.1	cds3272	OG0000449	K07807	uncharacterized protein
Leaf187|150	WP_023466941.1	cds3275	OG0000157	K02439	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]
Leaf187|151	WP_023466945.1	cds3278	OG0000729	K04085	tusA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]
Leaf187|152	WP_023466947.1	cds3279	OG0000470	K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
Leaf187|153	WP_023466951.1	cds3283	OG0007213		
Leaf187|154	WP_023466952.1	cds3284			
Leaf187|155	WP_023466953.1	cds3285	OG0002578		
Leaf187|156	WP_023466954.1	cds3286	OG0000149	K06149	uspA; universal stress protein A
Leaf187|157	WP_023466958.1	cds3288	OG0007214		
Leaf187|158	WP_023466966.1	cds3292	OG0000220	K00884	NAGK; N-acetylglucosamine kinase [EC:2.7.1.59]
Leaf187|159	WP_023466970.1	cds3296	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf187|160	WP_023466986.1	cds3310			
Leaf187|161	WP_023466990.1	cds3312	OG0002287	K02609	paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]
Leaf187|162	WP_023466991.1	cds3313	OG0002286	K02610	paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB
Leaf187|163	WP_023466996.1	cds3316			
Leaf187|164	WP_023466997.1	cds3317	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
Leaf187|165	WP_023467002.1	cds3322	OG0003107	K02616	paaX; phenylacetic acid degradation operon negative regulatory protein
Leaf187|166	WP_023467010.1	cds3330	OG0000360	K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
Leaf187|167	WP_023467016.1	cds3336	OG0000165	K11741	sugE; quaternary ammonium compound-resistance protein SugE
Leaf187|168	WP_023467019.1	cds3339	OG0004185	K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]
Leaf187|169	WP_023467024.1	cds3344	OG0000578	K06153	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]
Leaf187|170	WP_023467025.1	cds3345	OG0001679	K07238	TC.ZIP; zinc transporter, ZIP family
Leaf187|171	WP_023467027.1	cds3346	OG0004745		
Leaf187|172	WP_023467029.1	cds3348	OG0000529	K18555	qnr; fluoroquinolone resistance protein
Leaf187|173	WP_023467030.1	cds3349	OG0003589		
Leaf187|174	WP_023467031.1	cds3350	OG0000354	K03823	pat; phosphinothricin acetyltransferase [EC:2.3.1.183]
Leaf187|175	WP_023467032.1	cds3351	OG0001938	K08967	mtnD; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]
Leaf187|176	WP_023467033.1	cds3352	OG0000491	K08964	mtnB; methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
Leaf187|177	WP_023467041.1	cds3356	OG0001811	K08963	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
Leaf187|178	WP_023467045.1	cds3360	OG0000151	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]
Leaf187|179	WP_023467062.1	cds3365	OG0000448	K06901	pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease
Leaf187|180	WP_023467063.1	cds3366	OG0003140	K00318	PRODH; proline dehydrogenase [EC:1.5.-.-]
Leaf187|181	WP_023467064.1	cds180	OG0007215		
Leaf187|182	WP_023467065.1	cds181	OG0000848	K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
Leaf187|183	WP_023467068.1	cds184	OG0000730	K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
Leaf187|184	WP_023467069.1	cds185	OG0003980	K01952	purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
Leaf187|185	WP_023467070.1	cds186	OG0000516	K01952	purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
Leaf187|186	WP_023467073.1	cds190	OG0000785	K11175	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
Leaf187|187	WP_023467077.1	cds193	OG0002864	K01486	ade; adenine deaminase [EC:3.5.4.2]
Leaf187|188	WP_023467078.1	cds194	OG0004584		
Leaf187|189	WP_023467085.1	cds200	OG0005149	K07284	srtA; sortase A [EC:3.4.22.70]
Leaf187|190	WP_023467087.1	cds201	OG0007216		
Leaf187|191	WP_023467094.1	cds204	OG0005479		
Leaf187|192	WP_023467099.1	cds207	OG0002366	K01425	glsA; glutaminase [EC:3.5.1.2]
Leaf187|193	WP_023467100.1	cds208	OG0002993		
Leaf187|194	WP_023467101.1	cds209	OG0000466	K03327	TC.MATE; multidrug resistance protein, MATE family
Leaf187|195	WP_023467102.1	cds210	OG0001713	K14205	mprF; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]
Leaf187|196	WP_023467103.1	cds211	OG0001714	K01443	nagA; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]
Leaf187|197	WP_023467104.1	cds212	OG0002082	K02564	nagB; glucosamine-6-phosphate deaminase [EC:3.5.99.6]
Leaf187|198	WP_023467106.1	cds213	OG0001239		
Leaf187|199	WP_023467107.1	cds214	OG0000057	K03710	GntR family transcriptional regulator
Leaf187|200	WP_023467109.1	cds215	OG0002112	K01872	AARS; alanyl-tRNA synthetase [EC:6.1.1.7]
Leaf187|201	WP_023467111.1	cds216	OG0000195	K02348	elaA; ElaA protein
Leaf187|202	WP_023467113.1	cds217	OG0001060	K01940	argG; argininosuccinate synthase [EC:6.3.4.5]
Leaf187|203	WP_023467114.1	cds218	OG0000585	K01755	argH; argininosuccinate lyase [EC:4.3.2.1]
Leaf187|204	WP_023467116.1	cds219	OG0000407	K00928	lysC; aspartate kinase [EC:2.7.2.4]
Leaf187|205	WP_023467119.1	cds221	OG0000164	K01714	dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
Leaf187|206	WP_023467121.1	cds222	OG0000944	K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
Leaf187|207	WP_023467124.1	cds224	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
Leaf187|208	WP_023467130.1	cds230			
Leaf187|209	WP_023467133.1	cds233			
Leaf187|210	WP_023467134.1	cds234	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Leaf187|211	WP_023467135.1	cds235	OG0001200	K07507	mgtC; putative Mg2+ transporter-C (MgtC) family protein
Leaf187|212	WP_023467138.1	cds238	OG0000162	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
Leaf187|213	WP_023467139.1	cds239	OG0000476		
Leaf187|214	WP_023467148.1	cds248	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Leaf187|215	WP_023467149.1	cds249	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
Leaf187|216	WP_023467150.1	cds250	OG0000621	K10027	crtI; phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
Leaf187|217	WP_023467151.1	cds251	OG0002820	K16168	bpsB; methyltransferase
Leaf187|218	WP_023467157.1	cds256	OG0004133		
Leaf187|219	WP_023467170.1	cds264	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Leaf187|220	WP_023467174.1	cds266	OG0003179	K09793	uncharacterized protein
Leaf187|221	WP_023467178.1	cds268	OG0000430		
Leaf187|222	WP_023467184.1	cds271	OG0000130	K06194	nlpD; lipoprotein NlpD
Leaf187|223	WP_023467186.1	cds272	OG0000130	K06194	nlpD; lipoprotein NlpD
Leaf187|224	WP_023467188.1	cds273	OG0000758	K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
Leaf187|225	WP_023467195.1	cds279	OG0000352		
Leaf187|226	WP_023467197.1	cds281	OG0001652	K21990	yfdC; formate-nitrite transporter family protein
Leaf187|227	WP_023467198.1	cds282	OG0001301		
Leaf187|228	WP_023467199.1	cds283	OG0005443	K19689	ampS; aminopeptidase [EC:3.4.11.-]
Leaf187|229	WP_023467201.1	cds285	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
Leaf187|230	WP_023467206.1	cds290			
Leaf187|231	WP_023467207.1	cds291			
Leaf187|232	WP_023467208.1	cds292	OG0004193	K19286	nfrA2; FMN reductase [NAD(P)H] [EC:1.5.1.39]
Leaf187|233	WP_023467211.1	cds294	OG0001720		
Leaf187|234	WP_023467212.1	cds295	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
Leaf187|235	WP_023467213.1	cds296			
Leaf187|236	WP_023467214.1	cds297			
Leaf187|237	WP_023467215.1	cds298	OG0004746	K03315	nhaC; Na+:H+ antiporter, NhaC family
Leaf187|238	WP_023467220.1	cds301	OG0000844	K00930	argB; acetylglutamate kinase [EC:2.7.2.8]
Leaf187|239	WP_023467221.1	cds302	OG0000162	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
Leaf187|240	WP_023467223.1	cds303	OG0000674	K01956	carA; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
Leaf187|241	WP_023467226.1	cds305	OG0000664	K00611	OTC; ornithine carbamoyltransferase [EC:2.1.3.3]
Leaf187|242	WP_023467227.1	cds306	OG0002133	K17837	bla2; metallo-beta-lactamase class B [EC:3.5.2.6]
Leaf187|243	WP_023467229.1	cds308			
Leaf187|244	WP_023467231.1	cds310	OG0005704	K01938	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]
Leaf187|245	WP_023467232.1	cds311	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf187|246	WP_023467233.1	cds312	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf187|247	WP_023467235.1	cds314			
Leaf187|248	WP_023467236.1	cds315	OG0001268		
Leaf187|249	WP_023467237.1	cds316	OG0001837	K11105	cvrA; cell volume regulation protein A
Leaf187|250	WP_023467238.1	cds317	OG0000777	K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein
Leaf187|251	WP_023467243.1	cds320	OG0000020	K07506	AraC family transcriptional regulator
Leaf187|252	WP_023467244.1	cds321	OG0002874	K00757	udp; uridine phosphorylase [EC:2.4.2.3]
Leaf187|253	WP_023467248.1	cds323	OG0003158	K21285	tagB; teichoic acid glycerol-phosphate primase [EC:2.7.8.44]
Leaf187|254	WP_023467250.1	cds324	OG0001206	K03272	gmhC; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]
Leaf187|255	WP_023467254.1	cds327	OG0001171	K02275	coxB; cytochrome c oxidase subunit II [EC:1.9.3.1]
Leaf187|256	WP_023467255.1	cds328	OG0000262	K02274	coxA; cytochrome c oxidase subunit I [EC:1.9.3.1]
Leaf187|257	WP_023467256.1	cds329	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf187|258	WP_023467258.1	cds331	OG0007217	K11622	liaF; lia operon protein LiaF
Leaf187|259	WP_023467259.1	cds332	OG0007218		
Leaf187|260	WP_023467260.1	cds333	OG0007219	K11619	liaI; lia operon protein LiaI
Leaf187|261	WP_023467263.1	cds336	OG0007220	K04069	pflA; pyruvate formate lyase activating enzyme [EC:1.97.1.4]
Leaf187|262	WP_023467265.1	cds338			
Leaf187|263	WP_023467266.1	cds339	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
Leaf187|264	WP_023467267.1	cds340			
Leaf187|265	WP_023467269.1	cds342	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Leaf187|266	WP_023467271.1	cds344	OG0000252	K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
Leaf187|267	WP_023467272.1	cds345	OG0007221		
Leaf187|268	WP_023467273.1	cds346			
Leaf187|269	WP_023467275.1	cds347	OG0001927	K00243	uncharacterized protein
Leaf187|270	WP_023467277.1	cds349			
Leaf187|271	WP_023467278.1	cds350	OG0003816		
Leaf187|272	WP_023467284.1	cds358	OG0003613	K02548	menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]
