	WP_id	cds	OG	KO id	KO description
Leaf155|70	WP_062423668.1	cds4240	OG0002163	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
Leaf155|71	WP_062423673.1	cds4235	OG0004618	K00570	pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
Leaf155|72	WP_062423674.1	cds4234	OG0000858	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]
Leaf155|73	WP_062423694.1	cds4210	OG0002299	K07406	melA; alpha-galactosidase [EC:3.2.1.22]
Leaf155|74	WP_062423715.1	cds4180	OG0006853	K02057	ABC.SS.P; simple sugar transport system permease protein
Leaf155|75	WP_062423722.1	cds4173	OG0001436		
Leaf155|76	WP_062423727.1	cds4166			
Leaf155|77	WP_062423729.1	cds4164	OG0006854	K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein
Leaf155|78	WP_062423730.1	cds4163	OG0005396	K02054	ABC.SP.P1; putative spermidine/putrescine transport system permease protein
Leaf155|79	WP_062423731.1	cds4162	OG0003835	K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
Leaf155|80	WP_062423733.1	cds4160	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
Leaf155|81	WP_062423735.1	cds4157	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
Leaf155|82	WP_062423828.1	cds3423	OG0002265	K02050	ABC.SN.P; NitT/TauT family transport system permease protein
Leaf155|83	WP_062423840.1	cds4335	OG0004634		
Leaf155|84	WP_062423898.1	cds4044	OG0003154		
Leaf155|85	WP_062423942.1	cds3996	OG0002795	K07451	mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]
Leaf155|86	WP_062423945.1	cds3993	OG0000265	K07058	membrane protein
Leaf155|87	WP_062423952.1	cds3986	OG0000099	K00074	paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
Leaf155|88	WP_062423973.1	cds3963	OG0000618	K03070	secA; preprotein translocase subunit SecA
Leaf155|89	WP_062423978.1	cds3958			
Leaf155|90	WP_062423979.1	cds3957			
Leaf155|91	WP_062423982.1	cds3954	OG0001204	K03676	grxC; glutaredoxin 3
Leaf155|92	WP_062423988.1	cds3948	OG0000407	K00928	lysC; aspartate kinase [EC:2.7.2.4]
Leaf155|93	WP_062423989.1	cds3947	OG0000317	K08483	PTS-EI.PTSI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]
Leaf155|94	WP_062423995.1	cds3940	OG0001654	K01920	gshB; glutathione synthase [EC:6.3.2.3]
Leaf155|95	WP_062423999.1	cds3935	OG0000319	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
Leaf155|96	WP_062424001.1	cds3933			
Leaf155|97	WP_062424007.1	cds3927	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
Leaf155|98	WP_062424008.1	cds3925	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf155|99	WP_062424011.1	cds3922	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf155|100	WP_062424013.1	cds3920	OG0003194	K15652	asbF; 3-dehydroshikimate dehydratase [EC:4.2.1.118]
Leaf155|101	WP_062424015.1	cds3918	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf155|102	WP_062424019.1	cds3913	OG0001495	K03610	minC; septum site-determining protein MinC
Leaf155|103	WP_062424020.1	cds3912	OG0001257	K03609	minD; septum site-determining protein MinD
Leaf155|104	WP_062424021.1	cds3911	OG0001751	K03608	minE; cell division topological specificity factor
Leaf155|105	WP_062424025.1	cds3905	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Leaf155|106	WP_062424028.1	cds3901			
Leaf155|107	WP_062424039.1	cds3886	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
Leaf155|108	WP_062424042.1	cds3883			
Leaf155|109	WP_062424046.1	cds3879	OG0000084	K10440	rbsC; ribose transport system permease protein
Leaf155|110	WP_062424054.1	cds3872	OG0001727	K03496	parA; chromosome partitioning protein
Leaf155|111	WP_062424055.1	cds3871	OG0000358	K03412	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]
Leaf155|112	WP_062424056.1	cds3870	OG0000312	K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
Leaf155|113	WP_062424057.1	cds3869	OG0000628	K03408	cheW; purine-binding chemotaxis protein CheW
Leaf155|114	WP_062424062.1	cds3863	OG0000086	K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
Leaf155|115	WP_062424064.1	cds3860	OG0002489	K17315	gtsA; glucose/mannose transport system substrate-binding protein
Leaf155|116	WP_062424065.1	cds3859	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf155|117	WP_062424066.1	cds3858	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf155|118	WP_062424067.1	cds3857	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf155|119	WP_062424073.1	cds3850	OG0000039	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf155|120	WP_062424077.1	cds3846			
Leaf155|121	WP_062424081.1	cds3841	OG0002295	K00936	pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]
Leaf155|122	WP_062424082.1	cds3840	OG0000622		
Leaf155|123	WP_062424092.1	cds3828	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Leaf155|124	WP_062424093.1	cds3827	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Leaf155|125	WP_062424101.1	cds3817			
Leaf155|126	WP_062424111.1	cds3807			
Leaf155|127	WP_062424116.1	cds3801			
Leaf155|128	WP_062424125.1	cds3792	OG0000186	K09022	ridA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
Leaf155|129	WP_062424132.1	cds3784	OG0000057	K03710	GntR family transcriptional regulator
Leaf155|130	WP_062424138.1	cds3775	OG0000633	K05520	pfpI; protease I [EC:3.5.1.124]
Leaf155|131	WP_062424139.1	cds3774	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
Leaf155|132	WP_062424148.1	cds3763	OG0005190	K22186	xylD; xylonate dehydratase [EC:4.2.1.82]
Leaf155|133	WP_062424162.1	cds3746	OG0006541		
Leaf155|134	WP_062424164.1	cds3744	OG0001408		
Leaf155|135	WP_062424166.1	cds3742	OG0002218	K02002	proX; glycine betaine/proline transport system substrate-binding protein
Leaf155|136	WP_062424170.1	cds3738	OG0002915	K17321	glpV; glycerol transport system substrate-binding protein
Leaf155|137	WP_062424172.1	cds3736	OG0002913	K17323	glpQ; glycerol transport system permease protein
Leaf155|138	WP_062424173.1	cds3735	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf155|139	WP_062424177.1	cds3729	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Leaf155|140	WP_062424236.1	cds3720	OG0004444	K00769	gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
Leaf155|141	WP_062424238.1	cds3718	OG0000516	K01952	purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
Leaf155|142	WP_062424242.1	cds3713	OG0001294	K01857	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]
Leaf155|143	WP_062424259.1	cds3693	OG0001326	K05896	scpA; segregation and condensation protein A
Leaf155|144	WP_062424260.1	cds3691	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA
Leaf155|145	WP_062424262.1	cds3689	OG0000612	K03118	tatC; sec-independent protein translocase protein TatC
Leaf155|146	WP_062424271.1	cds3680	OG0000799	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
Leaf155|147	WP_062424286.1	cds3660	OG0002018	K07390	grxD; monothiol glutaredoxin
Leaf155|148	WP_062424300.1	cds3643	OG0002289	K09013	sufC; Fe-S cluster assembly ATP-binding protein
Leaf155|149	WP_062424302.1	cds3641	OG0000866	K11717	sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
Leaf155|150	WP_062424306.1	cds3636	OG0000308	K02004	ABC.CD.P; putative ABC transport system permease protein
Leaf155|151	WP_062424309.1	cds3633			
Leaf155|152	WP_062424332.1	cds3565	OG0006855		
Leaf155|153	WP_062424345.1	cds3549	OG0000024	K03566	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
Leaf155|154	WP_062424349.1	cds3545	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Leaf155|155	WP_062424350.1	cds3544	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Leaf155|156	WP_062424355.1	cds3536	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf155|157	WP_062424405.1	cds3499	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Leaf155|158	WP_062424414.1	cds3487			
Leaf155|159	WP_062424416.1	cds3485	OG0000042	K03704	cspA; cold shock protein (beta-ribbon, CspA family)
Leaf155|160	WP_062424418.1	cds3480			
Leaf155|161	WP_062424421.1	cds3477	OG0000035		
Leaf155|162	WP_062424422.1	cds3476			
Leaf155|163	WP_062424456.1	cds3391	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf155|164	WP_062424458.1	cds3389	OG0000220	K00884	NAGK; N-acetylglucosamine kinase [EC:2.7.1.59]
Leaf155|165	WP_062424462.1	cds3383			
Leaf155|166	WP_062424470.1	cds3374	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
Leaf155|167	WP_062424471.1	cds3373	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
Leaf155|168	WP_062424475.1	cds3368	OG0000948		
Leaf155|169	WP_062424504.1	cds3325	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf155|170	WP_062424514.1	cds4422			
Leaf155|171	WP_062424564.1	cds3985	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
Leaf155|172	WP_062424591.1	cds3776			
Leaf155|173	WP_062424639.1	cds3386			
Leaf155|174	WP_062424656.1	cds316	OG0000919	K01693	hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
Leaf155|175	WP_062424662.1	cds309	OG0001324	K15034	yaeJ; ribosome-associated protein
Leaf155|176	WP_062424667.1	cds304	OG0003184	K02821	PTS-Ula-EIIA; PTS system, ascorbate-specific IIA component [EC:2.7.1.194]
Leaf155|177	WP_062424668.1	cds303	OG0000506	K11189	PTS-HPR; phosphocarrier protein
Leaf155|178	WP_062424669.1	cds302	OG0001404	K01251	E3.3.1.1; adenosylhomocysteinase [EC:3.3.1.1]
Leaf155|179	WP_062424674.1	cds296	OG0000092	K03671	trxA; thioredoxin 1
Leaf155|180	WP_062424683.1	cds285	OG0002689		
Leaf155|181	WP_062424692.1	cds275	OG0001247	K09773	ppsR; [pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]
Leaf155|182	WP_062424695.1	cds272	OG0000839	K03628	rho; transcription termination factor Rho
Leaf155|183	WP_062424700.1	cds267	OG0000397	K03497	parB; chromosome partitioning protein, ParB family
Leaf155|184	WP_062424730.1	cds232			
Leaf155|185	WP_062424736.1	cds225	OG0000842	K04752	glnK; nitrogen regulatory protein P-II 2
Leaf155|186	WP_062424741.1	cds219	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Leaf155|187	WP_062424749.1	cds214	OG0004570		
Leaf155|188	WP_062424754.1	cds205	OG0001216	K00783	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]
Leaf155|189	WP_062424760.1	cds198	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
Leaf155|190	WP_062424761.1	cds197	OG0000984	K02899	RP-L27; large subunit ribosomal protein L27
Leaf155|191	WP_062424762.1	cds196	OG0001121	K02888	RP-L21; large subunit ribosomal protein L21
Leaf155|192	WP_062424763.1	cds195	OG0005093		
Leaf155|193	WP_062424764.1	cds194	OG0005278		
Leaf155|194	WP_062424780.1	cds175	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
Leaf155|195	WP_062424782.1	cds173	OG0001944	K21394	yiaM; TRAP-type transport system small permease protein
Leaf155|196	WP_062424783.1	cds172	OG0001498	K21393	yiaN; TRAP-type transport system large permease protein
Leaf155|197	WP_062424786.1	cds169			
Leaf155|198	WP_062424793.1	cds321	OG0000376	K16291	erfK; L,D-transpeptidase ErfK/SrfK
Leaf155|199	WP_062424798.1	cds280	OG0001834	K03071	secB; preprotein translocase subunit SecB
Leaf155|200	WP_062424800.1	cds257	OG0000115	K10439	rbsB; ribose transport system substrate-binding protein
Leaf155|201	WP_062424811.1	cds192			
Leaf155|202	WP_062424814.1	cds163	OG0001225	K03526	gcpE; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]
Leaf155|203	WP_062424820.1	cds6	OG0000553	K02356	efp; elongation factor P
Leaf155|204	WP_062424822.1	cds9			
Leaf155|205	WP_062424823.1	cds10	OG0005397		
Leaf155|206	WP_062424827.1	cds15	OG0000272	K02018	modB; molybdate transport system permease protein
Leaf155|207	WP_062424831.1	cds20	OG0001279	K03149	thiG; thiazole synthase [EC:2.8.1.10]
Leaf155|208	WP_062424835.1	cds24	OG0006856		
Leaf155|209	WP_062424841.1	cds30	OG0000077	K01420	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
Leaf155|210	WP_062424864.1	cds57	OG0006857		
Leaf155|211	WP_062424868.1	cds61	OG0000628	K03408	cheW; purine-binding chemotaxis protein CheW
Leaf155|212	WP_062424869.1	cds62	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Leaf155|213	WP_062424870.1	cds63	OG0000850	K02114	ATPF1E; F-type H+-transporting ATPase subunit epsilon
Leaf155|214	WP_062424871.1	cds64	OG0000851	K02112	ATPF1B; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
Leaf155|215	WP_062424872.1	cds65	OG0000852	K02115	ATPF1G; F-type H+-transporting ATPase subunit gamma
Leaf155|216	WP_062424873.1	cds66	OG0000853	K02111	ATPF1A; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
Leaf155|217	WP_062424874.1	cds67	OG0000854	K02113	ATPF1D; F-type H+-transporting ATPase subunit delta
Leaf155|218	WP_062424886.1	cds81	OG0000887	K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
Leaf155|219	WP_062424887.1	cds82	OG0001045	K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
Leaf155|220	WP_062424888.1	cds83	OG0001610	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
Leaf155|221	WP_062424890.1	cds85			
Leaf155|222	WP_062424891.1	cds86	OG0000657	K00240	sdhB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
Leaf155|223	WP_062424892.1	cds87	OG0000215	K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]
Leaf155|224	WP_062424894.1	cds89	OG0001551	K00241	sdhC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
Leaf155|225	WP_062424897.1	cds92	OG0001972		
Leaf155|226	WP_062424898.1	cds93	OG0001710	K09780	uncharacterized protein
Leaf155|227	WP_062424904.1	cds100			
Leaf155|228	WP_062424907.1	cds103	OG0000761	K01507	ppa; inorganic pyrophosphatase [EC:3.6.1.1]
Leaf155|229	WP_062424917.1	cds115	OG0001115	K06941	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
Leaf155|230	WP_062424918.1	cds116			
Leaf155|231	WP_062424920.1	cds118	OG0001747	K01724	PCBD; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
Leaf155|232	WP_062424921.1	cds119	OG0001882	K01975	thpR; RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]
Leaf155|233	WP_062424934.1	cds135	OG0002254	K06190	ispZ; intracellular septation protein
Leaf155|234	WP_062424938.1	cds139	OG0000485	K01703	leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
Leaf155|235	WP_062424944.1	cds146	OG0000973	K02860	rimM; 16S rRNA processing protein RimM
Leaf155|236	WP_062424945.1	cds147	OG0001114	K02959	RP-S16; small subunit ribosomal protein S16
Leaf155|237	WP_062424950.1	cds155	OG0001898	K07032	uncharacterized protein
Leaf155|238	WP_062424961.1	cds80	OG0000886	K00164	OGDH; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
Leaf155|239	WP_062424969.1	cds151	OG0000295	K01423	bepA; beta-barrel assembly-enhancing protease [EC:3.4.-.-]
Leaf155|240	WP_062424978.1	cds2434	OG0000864	K04567	KARS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]
Leaf155|241	WP_062424980.1	cds2438	OG0000428	K09816	znuB; zinc transport system permease protein
Leaf155|242	WP_062424984.1	cds2443	OG0000309	K00616	E2.2.1.2; transaldolase [EC:2.2.1.2]
Leaf155|243	WP_062424990.1	cds2452	OG0000232	K19337	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator
Leaf155|244	WP_062425068.1	cds2800	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf155|245	WP_062425069.1	cds2801	OG0004127	K02051	ABC.SN.S; NitT/TauT family transport system substrate-binding protein
Leaf155|246	WP_062425079.1	cds2815	OG0001369	K05564	phaG; multicomponent K+:H+ antiporter subunit G
Leaf155|247	WP_062425082.1	cds2818	OG0001372	K05561	phaD; multicomponent K+:H+ antiporter subunit D
Leaf155|248	WP_062425083.1	cds2819	OG0001373	K05560	phaC; multicomponent K+:H+ antiporter subunit C
Leaf155|249	WP_062425086.1	cds2822	OG0005335	K03409	cheX; chemotaxis protein CheX
Leaf155|250	WP_062425087.1	cds2823	OG0000086	K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
Leaf155|251	WP_062425090.1	cds2826	OG0000358	K03412	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]
Leaf155|252	WP_062425091.1	cds2827	OG0000086	K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
Leaf155|253	WP_062425092.1	cds2828	OG0002831	K03411	cheD; chemotaxis protein CheD [EC:3.5.1.44]
Leaf155|254	WP_062425093.1	cds2829			
Leaf155|255	WP_062425095.1	cds2831	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Leaf155|256	WP_062425102.1	cds2840	OG0001487	K02409	fliF; flagellar M-ring protein FliF
Leaf155|257	WP_062425106.1	cds2845	OG0000676	K03282	mscL; large conductance mechanosensitive channel
Leaf155|258	WP_062425108.1	cds2847			
Leaf155|259	WP_062425109.1	cds2848	OG0001493	K02401	flhB; flagellar biosynthetic protein FlhB
Leaf155|260	WP_062425110.1	cds2849	OG0001488	K02410	fliG; flagellar motor switch protein FliG
Leaf155|261	WP_062425113.1	cds2852	OG0001839	K02556	motA; chemotaxis protein MotA
Leaf155|262	WP_062425120.1	cds2853	OG0001748	K02391	flgF; flagellar basal-body rod protein FlgF
Leaf155|263	WP_062425122.1	cds2147			
Leaf155|264	WP_062425123.1	cds2148	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Leaf155|265	WP_062425131.1	cds2159	OG0000929	K01939	purA; adenylosuccinate synthase [EC:6.3.4.4]
Leaf155|266	WP_062425133.1	cds2161	OG0001788	K03089	rpoH; RNA polymerase sigma-32 factor
Leaf155|267	WP_062425134.1	cds2162	OG0000600	K06180	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
Leaf155|268	WP_062425147.1	cds2175	OG0003195	K21481	mhuD; heme oxygenase (mycobilin-producing) [EC:1.14.99.57]
Leaf155|269	WP_062425150.1	cds2180			
Leaf155|270	WP_062425156.1	cds2186	OG0001545	K07793	tctA; putative tricarboxylic transport membrane protein
Leaf155|271	WP_062425157.1	cds2187			
Leaf155|272	WP_062425158.1	cds2151			
