Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K00021	2644512239 Ga0102136_101697 hydroxymethylglutaryl-CoA reductase (NADPH) [Nocardia sp. Root136]	0.29085	19	3	16	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00023	2565392103 Draft07790 acetoacetyl-CoA reductase [Nocardia jiangxiensis NBRC 101359]	0.18033	24	1	9	0	14	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00024	2639993562 Ga0073251_3371 malate dehydrogenase [Mycobacterium sp. 365MFTsu]	0.02042	517	17	477	8	23	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00027	2612185948 Ga0060260_108247 malate dehydrogenase (oxaloacetate-decarboxylating) [Rhodococcus fascians A22b]	0.09892	673	32	576	17	65	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00031	2643522570 Ga0101993_1004190 isocitrate dehydrogenase [Rhodococcus maanshanensis 259MFSha1.1]	0.09948	1044	30	972	19	42	N	N	Untested	Untested	Untested	Y	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00033	2579847960 BR68DRAFT_05129 6-phosphogluconate dehydrogenase [Mycobacterium sp. UNC280MFTsu5.1]	0.09948	1196	57	1054	36	85	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00034	2565391961 Draft07648 3-oxoacyl-[acyl-carrier protein] reductase [Nocardia jiangxiensis NBRC 101359]	0.22603	20	11	5	6	4	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00036	2563409980 BR07DRAFT_03134 glucose-6-phosphate 1-dehydrogenase [Rhodococcus sp. UNC23MFCrub1.1]	0.09896	1157	61	1023	37	73	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00038	2565393547 Draft09234 3alpha(or 20beta)-hydroxysteroid dehydrogenase [Nocardia jiangxiensis NBRC 101359]	0.09395	777	56	646	31	75	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00040	2645688950 Ga0102449_112135 fructuronate reductase [Rhodococcus sp. Leaf233]	0.1713	26	8	8	4	10	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00042	2644487144 Ga0102131_104257 2-hydroxy-3-oxopropionate reductase [Mycobacterium sp. Root135]	0.23	72	16	22	6	34	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00045	2612189028 Ga0060260_154386 mannitol 2-dehydrogenase [Rhodococcus fascians A22b]	0.25112	143	21	98	8	24	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00046	2548695006 NONO_c27440 3-oxoacyl-[acyl-carrier protein] reductase [Nocardia nova SH22a (NONO)]	0.20265	46	11	7	3	28	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00052	2639995061 Ga0073251_4874 3-isopropylmalate dehydrogenase [Mycobacterium sp. 365MFTsu]	0.09979	675	55	556	32	64	Y	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00053	2645691367 Ga0102450_111260 ketol-acid reductoisomerase [Rhodococcus sp. Leaf247]	0.09948	597	30	530	18	37	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00054	2598243182 Ga0053404_03499 3-hydroxy-3-methylglutaryl-coenzyme A reductase [Rhodococcus erythropolis R138]	0.05486	15	5	5	3	5	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00055	2548696083 NONO_c38240 aryl-alcohol dehydrogenase [Nocardia nova SH22a (NONO)]	0.21807	182	33	92	20	57	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00057	2644486499 Ga0102131_1011207 glycerol-3-phosphate dehydrogenase (NAD(P)+) [Mycobacterium sp. Root135]	0.09948	1140	44	1033	31	63	N	N	N	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00058	2563410890 BR07DRAFT_04045 D-3-phosphoglycerate dehydrogenase [Rhodococcus sp. UNC23MFCrub1.1]	0.09948	1136	47	1012	27	77	N	N	N	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00059	2598246034 Ga0053404_06359 hypothetical protein [Rhodococcus erythropolis R138]	0.09948	3613	332	2727	169	554	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Y	N	N	Untested	Untested
KO:K00060	2521593300 G361DRAFT_2218 threonine 3-dehydrogenase [Nocardia sp. BMG111209]	0.12376	8	4	1	2	3	Y	Y	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00064	2644487715 Ga0102131_105154 D-threo-aldose 1-dehydrogenase [Mycobacterium sp. Root135]	0.24618	24	4	10	3	10	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00065	2521712708 H292DRAFT_04455 3-oxoacyl-[acyl-carrier protein] reductase [Rhodococcus sp. 114MFTsu3.1]	0.2169	36	10	7	6	19	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00066	2595523376 FF89DRAFT_00977 GDP-mannose 6-dehydrogenase [Mycobacterium sp. UNC267MFSha1.1M11]	0.12796	17	2	9	2	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00067	2548698596 NONO_c63370 dTDP-4-dehydrorhamnose reductase [Nocardia nova SH22a (NONO)]	0.0967	586	28	525	16	33	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00074	"2642660075 Ga0073242_5506 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [Mycobacterium sp. 88MF]"	0.09944	1289	79	1099	40	111	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00075	2563410040 BR07DRAFT_03194 UDP-N-acetylmuramate dehydrogenase [Rhodococcus sp. UNC23MFCrub1.1]	0.09724	584	29	523	18	32	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00076	2644637124 Ga0102231_122235 7-alpha-hydroxysteroid dehydrogenase [Mycobacterium sp. Root265]	0.02372	555	15	518	11	22	N	N	Untested	N	N	Y	Y	Untested	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00077	2643544771 Ga0101996_101260 2-dehydropantoate 2-reductase [Rhodococcus erythropolis 339MFSha3.1]	0.02482	656	32	596	14	28	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00082	2644517490 Ga0102136_111331 5-amino-6-(5-phosphoribosylamino)uracil reductase [Nocardia sp. Root136]	0.2005	120	26	79	8	15	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00086	"2644488525 Ga0102131_105965 1,3-propanediol dehydrogenase [Mycobacterium sp. Root135]"	0.16737	28	8	8	6	12	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00088	2548695490 NONO_c32300 IMP dehydrogenase [Nocardia nova SH22a (NONO)]	0.09948	1770	90	1584	56	96	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00091	2639995497 Ga0073251_5313 dihydroflavonol-4-reductase [Mycobacterium sp. 365MFTsu]	0.02255	582	29	514	23	39	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00097	2566994992 G418_18699 4-hydroxythreonine-4-phosphate dehydrogenase [Rhodococcus qingshengii BKS 20-40]	0.14025	34	12	12	5	10	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00098	2520484455 G416DRAFT_02993 L-idonate 5-dehydrogenase [Rhodococcus sp. 29MFTsu3.1]	0.14294	34	7	6	4	21	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00099	2645688251 Ga0102449_110264 1-deoxy-D-xylulose-5-phosphate reductoisomerase [Rhodococcus sp. Leaf233]	0.09948	591	29	530	18	32	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00100	2645690915 Ga0102450_11807 hypothetical protein [Rhodococcus sp. Leaf247]	0.24838	704	125	275	61	304	Y	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	Y	N	N	N	N
KO:K00101	2520482192 G416DRAFT_00730 L-lactate dehydrogenase (cytochrome) [Rhodococcus sp. 29MFTsu3.1]	0.09669	1090	46	984	28	60	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00102	2566997417 G418_30809 glycolate oxidase [Rhodococcus qingshengii BKS 20-40]	0.20708	44	9	18	4	17	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00103	2643545362 Ga0101996_101635 L-gulonolactone oxidase [Rhodococcus erythropolis 339MFSha3.1]	0.0176	455	20	420	9	15	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00104	2645685744 Ga0102449_101951 glycolate oxidase [Rhodococcus sp. Leaf233]	0.09948	1232	99	1025	56	108	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00108	2643591060 Ga0102004_10011212 choline dehydrogenase [Mycobacterium sp. 501AMF]	0.18061	294	60	152	41	82	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00111	2565389463 Draft05146 glycerol-3-phosphate dehydrogenase [Nocardia jiangxiensis NBRC 101359]	0.09948	1242	67	1093	43	82	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00116	2645698985 Ga0102452_101101 malate dehydrogenase (quinone) [Rhodococcus sp. Leaf278]	0.09782	659	41	582	27	36	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00121	2639093112 Ga0073248_11747 S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [Mycobacterium sp. 283MFTsu]	0.09181	1454	97	1186	70	171	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00122	2644487902 Ga0102131_105341 formate dehydrogenase [Mycobacterium sp. Root135]	0.16858	181	19	119	18	43	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00123	2521710111 H292DRAFT_01853 formate dehydrogenase major subunit [Rhodococcus sp. 114MFTsu3.1]	0.23575	173	18	113	9	42	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00124	2644489875 Ga0102131_107463 formate dehydrogenase iron-sulfur subunit [Mycobacterium sp. Root135]	0.16785	64	1	53	1	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00127	2521593261 G361DRAFT_2179 formate dehydrogenase subunit gamma [Nocardia sp. BMG111209]	0.29567	10	4	5	1	1	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00128	2548694919 NONO_c26570 phenylacetaldehyde dehydrogenase [Nocardia nova SH22a (NONO)]	0.09948	2968	207	2396	127	365	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Y	N	N	Untested	Untested
KO:K00129	2548693035 NONO_c07720 aldehyde dehydrogenase (NAD(P)+) [Nocardia nova SH22a (NONO)]	0.18345	34	13	9	8	12	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00130	2566995001 G418_18744 betaine-aldehyde dehydrogenase [Rhodococcus qingshengii BKS 20-40]	0.11154	922	115	587	72	220	Y	Y	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00131	2532852889 JVH1_0927 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [Rhodococcus sp. JVH1]	0.00514	6	0	0	0	6	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00133	2643592979 Ga0102004_1003314 aspartate-semialdehyde dehydrogenase [Mycobacterium sp. 501AMF]	0.09983	586	29	525	18	32	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00134	2521708386 H292DRAFT_00124 glyceraldehyde-3-phosphate dehydrogenase (NAD+) (EC 1.2.1.12) [Rhodococcus sp. 114MFTsu3.1]	0.09896	647	45	551	32	51	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00135	2644634178 Ga0102231_1021 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [Mycobacterium sp. Root265]	0.09948	1629	157	1286	84	186	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00137	2644490949 Ga0102131_109429 betaine-aldehyde dehydrogenase/aminobutyraldehyde dehydrogenase [Mycobacterium sp. Root135]	0.24665	27	2	11	1	14	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00138	2595302857 FG18DRAFT_03298 aldehyde dehydrogenase [Rhodococcus sp. 164Chir2E]	0.09948	665	34	594	22	37	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00140	2643592565 Ga0102004_10021153 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [Mycobacterium sp. 501AMF]	0.09892	807	75	612	49	120	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00141	2643544882 Ga0101996_1012171 benzaldehyde dehydrogenase (NAD) [Rhodococcus erythropolis 339MFSha3.1]	0.13693	39	7	14	2	18	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00145	2521707140 H289DRAFT_04723 N-acetyl-gamma-glutamyl-phosphate reductase [Mycobacterium sp. 360MFTsu5.1]	0.09948	597	29	535	18	33	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00146	2644639474 Ga0102231_131683 phenylacetaldehyde dehydrogenase [Mycobacterium sp. Root265]	0.23158	70	9	36	3	25	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00147	2642659793 Ga0073242_5223 glutamate-5-semialdehyde dehydrogenase [Mycobacterium sp. 88MF]	0.09948	589	29	528	18	32	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00148	2639994595 Ga0073251_4407 glutathione-independent formaldehyde dehydrogenase [Mycobacterium sp. 365MFTsu]	0.25408	23	10	8	5	5	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00151	2645702295 Ga0102452_1205 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [Rhodococcus sp. Leaf278]	0.21657	17	3	12	0	2	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00153	2595527710 FF89DRAFT_05318 S-(hydroxymethyl)mycothiol dehydrogenase [Mycobacterium sp. UNC267MFSha1.1M11]	0.09892	637	49	554	31	34	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00154	2595524918 FF89DRAFT_02520 coniferyl-aldehyde dehydrogenase [Mycobacterium sp. UNC267MFSha1.1M11]	0.20074	81	17	46	10	18	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00156	2545970372 D892DRAFT_0410 pyruvate dehydrogenase (quinone) [Nocardia sp. BMG51109]	0.18634	267	31	195	18	41	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00161	2612186720 Ga0060260_119115 pyruvate dehydrogenase E1 component alpha subunit [Rhodococcus fascians A22b]	0.09733	1205	54	1069	25	82	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00162	2521709874 H292DRAFT_01616 pyruvate dehydrogenase E1 component beta subunit [Rhodococcus sp. 114MFTsu3.1]	0.09727	784	54	648	25	82	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00163	2521698902 H290DRAFT_01858 pyruvate dehydrogenase E1 component [Nocardia sp. 348MFTsu5.1]	0.09983	690	51	564	32	75	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00174	2639090857 Ga0073248_106246 2-oxoglutarate ferredoxin oxidoreductase subunit alpha [Mycobacterium sp. 283MFTsu]	0.07525	564	14	518	9	32	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00175	2521705996 H289DRAFT_03578 2-oxoglutarate ferredoxin oxidoreductase subunit beta [Mycobacterium sp. 360MFTsu5.1]	0.07641	563	14	516	9	33	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00179	2516579178 B133DRAFT_1320 hypothetical protein [Mycobacterium sp. 155]	0.25463	8	0	5	0	3	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00215	2644512014 Ga0102136_101472 4-hydroxy-tetrahydrodipicolinate reductase [Nocardia sp. Root136]	0.09863	1025	69	870	42	86	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00216	"2545974544 D892DRAFT_4582 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Nocardia sp. BMG51109]"	0.21846	96	12	66	6	18	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00217	2645687091 Ga0102449_10987 maleylacetate reductase [Rhodococcus sp. Leaf233]	0.1223	18	3	1	0	14	Y	Y	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00219	"2639994397 Ga0073251_4208 2,4-dienoyl-CoA reductase (NADPH2) [Mycobacterium sp. 365MFTsu]"	0.05247	627	37	523	23	67	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00221	2630994100 Ga0069618_112112 Alkylmercury lyase [Mycobacterium kyorinense KUM 060204]	0.16893	30	0	22	0	8	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00226	2567124187 I546_3520 dihydroorotate dehydrogenase (fumarate) [Mycobacterium kansasii 732]	0.16564	21	0	16	0	5	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00230	2545974159 D892DRAFT_4197 menaquinone-dependent protoporphyrinogen oxidase [Nocardia sp. BMG51109]	0.17677	77	15	37	5	25	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00231	2645693455 Ga0102450_13233 oxygen-dependent protoporphyrinogen oxidase [Rhodococcus sp. Leaf247]	0.1	632	36	550	22	46	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00232	2521591316 G361DRAFT_0234 Acyl-coenzyme A oxidase [Nocardia sp. BMG111209]	0.18602	236	32	172	18	32	Y	Y	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00239	2644489851 Ga0102131_107438 succinate dehydrogenase / fumarate reductase flavoprotein subunit [Mycobacterium sp. Root135]	0.09948	1187	53	1066	35	68	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00240	2639991460 Ga0073251_1267 succinate dehydrogenase / fumarate reductase iron-sulfur subunit [Mycobacterium sp. 365MFTsu]	0.09948	1194	53	1072	35	69	N	N	Untested	Untested	Untested	Y	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00241	2565385586 Draft01264 succinate dehydrogenase subunit C [Nocardia jiangxiensis NBRC 101359]	0.09837	613	36	541	22	36	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00242	2642660144 Ga0073242_5575 succinate dehydrogenase / fumarate reductase membrane anchor subunit [Mycobacterium sp. 88MF]	0.09837	586	29	524	18	33	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00244	2565393690 Draft09377 fumarate reductase flavoprotein subunit [Nocardia jiangxiensis NBRC 101359]	0.01595	435	20	402	9	13	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00245	2642657564 Ga0073242_2992 fumarate reductase iron-sulfur subunit [Mycobacterium sp. 88MF]	0.0143	381	4	374	4	3	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00246	2643594158 Ga0102004_1004322 fumarate reductase subunit C [Mycobacterium sp. 501AMF]	0.01437	387	4	381	4	2	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00247	2642657562 Ga0073242_2990 fumarate reductase subunit D [Mycobacterium sp. 88MF]	0.17219	13	4	7	4	2	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00248	2645703700 Ga0102452_14368 butyryl-CoA dehydrogenase/hypothetical protein [Rhodococcus sp. Leaf278]	0.23183	243	34	112	23	97	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N
