Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K00035	2555121799 XCCCN15DRAFT_01701 galactose 1-dehydrogenase [Xanthomonas campestris pv. campestris CN15]	0.01905	60	58	2	0	0	Y	Y	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00036	2643896083 Ga0102180_12861 glucose-6-phosphate 1-dehydrogenase [Rhodanobacter sp. Root627]	0.21329	242	197	31	51	14	N	Y	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00040	2551083915 A1EMDRAFT_01036 Mannitol-1-phosphate/altronate dehydrogenases [Xanthomonas axonopodis pv. manihotis IBSBF 289]	0.02389	84	80	3	4	1	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00052	2552831247 XCSCFBP4642DRAFT_03412 3-isopropylmalate dehydrogenase [Xanthomonas cassavae CFBP 4642]	0.21541	144	110	25	26	9	N	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00053	2617331731 Ga0066775_1821 ketol-acid reductoisomerase [Stenotrophomonas sp. YR243]	0.21541	142	110	23	26	9	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00054	2510321800 RhoOR92DRAFT_00014870 3-hydroxy-3-methylglutaryl-coenzyme A reductase /mevalonate kinase [Rhodanobacter sp. OR92]	0.02006	6	0	6	0	0	N	N	Untested	Untested	N	Y	Y	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00055	642732687 Smal_3489 Alcohol dehydrogenase zinc-binding domain protein [Stenotrophomonas maltophilia R551-3]	0.17998	14	9	2	3	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00057	2587421888 EX88DRAFT_02898 glycerol 3-phosphate dehydrogenase (NAD(P)+) (EC 1.1.1.94) [Lysobacter antibioticus 13-6]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00058	2554274862 XMLX18DRAFT_00023 D-3-phosphoglycerate dehydrogenase [Xanthomonas citri pv. malvacearum X18]	0.22021	211	173	26	29	12	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00059	2615926593 Ga0066770_0513 3-oxoacyl-[acyl-carrier protein] reductase [Pseudoxanthomonas sp. CF125]	0.22021	678	514	114	140	50	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00060	2551456634 A35GDRAFT_02186 L-threonine 3-dehydrogenase [Xanthomonas axonopodis pv. manihotis AT6B]	0.21796	132	97	23	26	12	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00064	2600575528 Ga0037364_00155 D-threo-aldose 1-dehydrogenase [Xanthomonas hortorum pv. carotae M081]	0.02846	135	120	7	9	8	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00065	2643815989 Ga0102162_10556 2-deoxy-D-gluconate 3-dehydrogenase [Lysobacter sp. Root559]	0.12475	87	78	6	17	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00067	2551109352 A1EUDRAFT_00624 dTDP-4-dehydrorhamnose reductase [Xanthomonas axonopodis pv. manihotis IBSBF 436]	0.21723	148	109	26	26	13	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00075	641703569 XfasM23_2059 UDP-N-acetylmuramate dehydrogenase (EC 1.1.1.158) [Xylella fastidiosa M23]	0.22021	148	111	26	27	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00077	2578456486 DX03_00565 2-dehydropantoate 2-reductase [Stenotrophomonas rhizophila DSM 14405]	0.14638	117	88	20	18	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00088	2551041337 A1EKDRAFT_01869 inosine-5'-monophosphate dehydrogenase [Xanthomonas axonopodis pv. manihotis IBSBF 285]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00090	2643939953 Ga0102189_112112 gluconate 2-dehydrogenase [Lysobacter sp. Root667]	0.1639	116	95	13	25	8	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00091	2644696663 Ga0102243_1597 dihydroflavonol-4-reductase [Lysobacter sp. Root96]	0.35652	12	8	3	6	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00097	2552829194 XCSCFBP4642DRAFT_01354 4-hydroxythreonine-4-phosphate dehydrogenase [Xanthomonas cassavae CFBP 4642]	0.21624	144	109	23	26	12	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00099	2519727502 WS7_11947 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Xanthomonas axonopodis pv. malvacearum GSPB2388]	0.22021	150	111	27	26	12	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00100	2551081399 A1E9DRAFT_02786 hypothetical protein [Xanthomonas axonopodis pv. manihotis IBSBF 2816]	0.02757	90	85	3	11	2	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00101	2625774151 Ga0076607_1123 L-lactate dehydrogenase (cytochrome) [Xanthomonas oryzae pv. oryzae KACC10331 (re-annotation)]	0.11953	94	75	13	8	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00108	2551137482 A1G3DRAFT_02816 choline dehydrogenase [Xanthomonas axonopodis pv. manihotis NCPPB 1159]	0.14556	117	95	17	21	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00111	2598093239 Ga0035120_00427 homodimeric glycerol 3-phosphate dehydrogenase (quinone) [Xanthomonas alfalfae alfalfae CFBP 3836]	0.16945	105	86	16	11	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00116	2625601426 Ga0076608_13874 malate dehydrogenase (quinone) [Xylella fastidiosa 9a5c (re-annotation)]	0.22472	38	26	11	8	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00117	2551039577 A1EKDRAFT_00108 quinoprotein glucose dehydrogenase [Xanthomonas axonopodis pv. manihotis IBSBF 285]	0.12358	192	168	17	16	7	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00118	2643907235 Ga0102182_112750 glucose-fructose oxidoreductase [Pseudoxanthomonas sp. Root630]	0.02169	64	61	2	2	1	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00121	2595445846 FG06DRAFT_0180 S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [Luteibacter sp. UNCMF366Tsu5.1]	0.21679	185	148	24	27	13	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00123	642628933 xccb100_1496 formate dehydrogenase [Xanthomonas campestris pv. campestris B100]	0.32776	59	26	24	14	9	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00124	2558295990 N515DRAFT_2499 formate dehydrogenase (quinone-dependent) iron-sulfur subunit [Dyella japonica UNC79MFTsu3.2]	0.41441	23	8	11	5	4	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00127	642732460 Smal_3263 formate dehydrogenase (quinone-dependent) cytochrome b subunit [Stenotrophomonas maltophilia R551-3]	0.41441	23	8	11	5	4	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00128	2643895316 Ga0102180_1293 aldehyde dehydrogenase (NAD+) [Rhodanobacter sp. Root627]	0.21991	264	214	34	35	16	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00130	2551334468 A1CMDRAFT_02586 betaine aldehyde dehydrogenase [Xanthomonas axonopodis pv. manihotis IBSBF 2346]	0.02811	74	63	9	3	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00133	2644936547 Ga0102301_106632 aspartate-semialdehyde dehydrogenase [Stenotrophomonas sp. Leaf70]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00134	2551448592 A1GKDRAFT_02125 glyceraldehyde-3-phosphate dehydrogenase (NAD+) [Xanthomonas axonopodis pv. manihotis UG27]	0.22021	151	111	28	27	12	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00135	2551057286 A1CYDRAFT_00816 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [Xanthomonas axonopodis pv. manihotis IBSBF 2670]	0.13476	111	82	23	10	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00138	"2639403571 Ga0097773_100613 Aldehyde dehydrogenase family protein [Xanthomonas axonopodis pv. vasculorum NCPPB 900 (re-annotation, Oct 2015)]"	0.11914	43	34	5	4	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00140	2551032368 A1AQDRAFT_01268 methylmalonate-semialdehyde dehydrogenase [acylating] [Xanthomonas axonopodis pv. manihotis CIO1]	0.14	103	86	13	19	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00141	2551336690 A1G1DRAFT_00625 benzaldehyde dehydrogenase (NAD+) [Xanthomonas axonopodis pv. manihotis IBSBF 726]	0.02491	68	63	2	2	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00145	637274347 XCC2243 N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) [Xanthomonas campestris pv. Campestris]	0.22028	147	110	26	26	11	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00146	2595448468 FG06DRAFT_2803 phenylacetaldehyde dehydrogenase [Luteibacter sp. UNCMF366Tsu5.1]	0.16898	6	5	1	4	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00147	2551034184 A1AQDRAFT_03090 glutamate-5-semialdehyde dehydrogenase [Xanthomonas axonopodis pv. manihotis CIO1]	0.20726	137	105	24	25	8	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00154	2520562106 H037DRAFT_02859 coniferyl-aldehyde dehydrogenase [Luteibacter sp. 22Crub2.1]	0.28975	75	41	23	27	11	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00156	"2509821980 Fraau_2624 pyruvate dehydrogenase (quinone) [Frateuria aurantia Kondo 67, DSM 6220]"	0.13093	96	79	13	14	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00161	2595450095 FG09DRAFT_0749 pyruvate dehydrogenase E1 component alpha subunit [Luteibacter sp. UNCMF331Sha3.1]	0.21905	130	97	22	26	11	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00162	2625770148 Ga0076603_13457 pyruvate dehydrogenase E1 component beta subunit [Xanthomonas axonopodis pv. citri 306 (re-annotation)]	0.21905	134	101	22	26	11	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00163	2625596656 Ga0076604_11592 pyruvate dehydrogenase E1 component [Xanthomonas campestris pv. campestris 8004 (re-annotation)]	0.22021	168	118	36	28	14	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00164	2616737771 Ga0066753_2329 2-oxoglutarate dehydrogenase E1 component [Lysobacter sp. CF310]	0.22021	151	112	27	27	12	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00208	2616737353 Ga0066753_1910 Enoyl-[acyl-carrier-protein] reductase [NADH] [Lysobacter sp. CF310]	0.25605	27	14	8	11	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00209	2551455186 A35GDRAFT_00736 enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [Xanthomonas axonopodis pv. manihotis AT6B]	0.17888	124	98	20	17	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00210	2538833894 UU7_09710 prephenate dehydrogenase [Rhodanobacter spathiphylli B39]	0.06441	15	5	7	3	3	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00215	2558296212 N515DRAFT_2721 dihydrodipicolinate reductase [Dyella japonica UNC79MFTsu3.2]	0.22021	160	114	32	29	14	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00216	"2578458256 DX03_09620 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Stenotrophomonas rhizophila DSM 14405]"	0.06352	20	10	9	4	1	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00219	"2584213424 BW38_03247 2,4-dienoyl-CoA reductase (NADPH2) [Stenotrophomonas sp. RIT309]"	0.21604	129	97	22	26	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00227	2643908450 Ga0102182_117227 lathosterol oxidase [Pseudoxanthomonas sp. Root630]	0.17307	10	9	1	7	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00228	2538833504 UU7_07761 coproporphyrinogen oxidase [Rhodanobacter spathiphylli B39]	0.21723	144	109	24	26	11	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00239	2511524396 XACM_2184 succinate dehydrogenase subunit A [Xanthomonas axonopodis pv. citrumelo F1]	0.22021	154	112	31	28	11	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00240	2551319781 A1AUDRAFT_00694 succinate dehydrogenase subunit B [Xanthomonas axonopodis pv. manihotis UA226]	0.22021	156	112	33	28	11	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00241	2551319778 A1AUDRAFT_00691 succinate dehydrogenase subunit C [Xanthomonas axonopodis pv. manihotis UA226]	0.22026	155	111	33	28	11	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00242	2551456710 A35GDRAFT_02262 succinate dehydrogenase subunit D [Xanthomonas axonopodis pv. manihotis AT6B]	0.22021	156	112	33	28	11	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00249	2615926742 Ga0066770_0662 acyl-CoA dehydrogenase [Pseudoxanthomonas sp. CF125]	0.2587	11	3	8	0	0	N	N	N	N	N	Y	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00252	2551319686 A1AUDRAFT_00599 glutaryl-CoA dehydrogenase [Xanthomonas axonopodis pv. manihotis UA226]	0.21785	132	97	24	26	11	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00253	2519726950 WS7_09103 isovaleryl-CoA dehydrogenase [Xanthomonas axonopodis pv. malvacearum GSPB2388]	0.21722	130	96	23	26	11	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00254	2599213855 Ga0035122_01999 dihydroorotate oxidase A [Xanthomonas axonopodis pv. glycines CFBP 7119]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00257	2551343708 A1CQDRAFT_03456 hypothetical protein [Xanthomonas axonopodis pv. manihotis IBSBF 2539]	0.21796	275	204	50	55	21	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00259	2615926115 Ga0066770_0035 alanine dehydrogenase [Pseudoxanthomonas sp. CF125]	0.32077	53	30	16	25	7	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00262	2578457085 DX03_03615 glutamate dehydrogenase (NADP+) [Stenotrophomonas rhizophila DSM 14405]	0.39171	9	5	4	2	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00263	2640076719 Ga0073243_0121 leucine dehydrogenase [Stenotrophomonas sp. 92MFCol6.1]	0.21563	129	96	23	26	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00265	2617333942 Ga0066775_4032 glutamate synthase (NADPH/NADH) large chain [Stenotrophomonas sp. YR243]	0.2122	142	111	22	26	9	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00266	2585981756 P303_12195 glutamate synthase (NADPH) small subunit [Xylella fastidiosa MUL0034]	0.21282	140	110	21	26	9	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00274	2538833765 UU7_09065 monoamine oxidase [Rhodanobacter spathiphylli B39]	0.15503	92	84	4	24	4	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00275	2644701309 Ga0102244_12152 pyridoxamine 5'-phosphate oxidase [Lysobacter sp. Root983]	0.21716	147	113	23	27	11	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00278	2538833885 UU7_09665 L-aspartate oxidase [Rhodanobacter spathiphylli B39]	0.38043	29	18	9	4	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00281	2551043575 A1EKDRAFT_04115 glycine dehydrogenase (decarboxylating) alpha subunit /glycine dehydrogenase (decarboxylating) beta subunit [Xanthomonas axonopodis pv. manihotis IBSBF 285]	0.21436	142	109	23	26	10	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00285	641703434 XfasM23_1924 D-amino acid dehydrogenase small subunit (EC 1.4.99.1) [Xylella fastidiosa M23]	0.21076	231	178	38	33	15	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00286	2643881957 Ga0102176_11354 pyrroline-5-carboxylate reductase [Lysobacter sp. Root604]	0.22021	148	110	27	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00287	2625780610 Ga0076609_121582 dihydrofolate reductase [Xylella fastidiosa Temecula1 (re-annotation)]	0.22021	147	110	26	26	11	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00294	2615927974 Ga0066770_1894 1-pyrroline-5-carboxylate dehydrogenase [Pseudoxanthomonas sp. CF125]	0.09928	7	1	6	0	0	N	N	N	N	N	Y	Y	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00297	2587420484 EX88DRAFT_01490 methylenetetrahydrofolate reductase (NADPH) [Lysobacter antibioticus 13-6]	0.21824	220	176	31	28	13	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00299	642730875 Smal_1694 FMN reductase [Stenotrophomonas maltophilia R551-3]	0.027	104	87	14	4	3	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00302	2625772306 Ga0076603_132619 2Fe-2S iron-sulfur cluster binding domain-containing protein [Xanthomonas axonopodis pv. citri 306 (re-annotation)]	0.02631	74	69	1	7	4	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00311	2596857515 IP90DRAFT_02058 electron-transferring-flavoprotein dehydrogenase [Luteimonas cucumeris CGMCC 1.10821]	0.21716	154	114	29	29	11	N	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00317	2643831098 Ga0102165_113163 dimethylamine/trimethylamine dehydrogenase [Rhodanobacter sp. Root561]	0.09741	13	4	8	3	1	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00324	2554271299 XMLX20DRAFT_00986 NAD(P) transhydrogenase subunit alpha [Xanthomonas citri pv. malvacearum X20]	0.22075	248	176	52	42	20	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00325	2612194384 Ga0056831_11105 NAD(P) transhydrogenase subunit beta [Xanthomonas arboricola pv. Celebensis NCPPB 1630]	0.24249	94	58	26	21	10	N	N	N	Untested	N	Y	Y	N	Untested	N	N	N	N	N	N	N	N	N	N	N
