Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K00054	2645406812 Ga0102356_13826 hydroxymethylglutaryl-CoA reductase [Rhizobium sp. Leaf306]	0.48132	28	14	12	10	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00055	2509445504 Rleg10DRAFT_4146 aryl-alcohol dehydrogenase [Rhizobium leguminosarum bv. trifolii WSM2012]	0.4636	144	125	11	53	8	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00057	2645164918 Ga0102312_13533 glycerol-3-phosphate dehydrogenase (NAD(P)+) [Methylobacterium sp. Leaf85]	0.5789	644	401	200	174	43	N	N	Y	Untested	N	Y	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00058	2540905596 L886DRAFT_04025 D-3-phosphoglycerate dehydrogenase [Rhizobium larrymoorei ATCC 51759]	0.5781	1742	1282	343	600	117	Y	Y	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00059	2515630595 B041DRAFT_06652 3-oxoacyl-[acyl-carrier protein] reductase [Bradyrhizobium sp. WSM4349]	0.57883	4602	3247	1035	1698	320	Y	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	Y	Untested	Untested	N	N	N	Untested	Untested
KO:K00060	642700039 RHECIAT_CH0003117 L-threonine 3-dehydrogenase (EC 1.1.1.103) [Rhizobium etli CIAT 652]	0.28911	280	231	36	142	13	Y	Y	Y	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N
KO:K00064	651094924 SM11_pC0884 oxidoreductase [Ensifer meliloti SM11]	0.55587	610	492	78	259	40	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00065	2644485083 Ga0102130_131109 2-deoxy-D-gluconate 3-dehydrogenase [Rhizobium sp. Root1334]	0.58058	497	366	100	185	31	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00066	2585387221 EW84DRAFT_01828 GDP-mannose 6-dehydrogenase [Rhizobium sp. CF258]	0.56495	87	56	22	29	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00067	2644999023 Ga0102328_107425 dTDP-4-dehydrorhamnose reductase [Methylobacterium sp. Leaf99]	0.58407	586	403	136	187	47	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00073	2548043848 SFGR64ADRAFT_04006 ureidoglycolate dehydrogenase (NAD+) [Ensifer fredii GR64]	0.52434	17	14	2	9	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00074	2609558383 Ga0066754_12450 3-hydroxybutyryl-CoA dehydrogenase [Methylobacterium sp. YR668]	0.57621	864	524	276	244	64	N	Y	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00075	2644921378 Ga0102297_121388 UDP-N-acetylmuramate dehydrogenase [Sphingomonas sp. Leaf67]	0.57891	623	377	201	171	45	N	N	N	Untested	N	Y	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00076	2585261215 EX04DRAFT_01542 7-alpha-hydroxysteroid dehydrogenase [Sphingomonas wittichii YR128]	0.0071	70	4	66	0	0	N	N	N	N	N	Y	Y	Y	Y	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00077	2585558071 EX10DRAFT_00067 2-dehydropantoate 2-reductase [Rhizobium tropici YR530]	0.57086	807	595	144	292	68	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00082	2513590029 YU1DRAFT_01102 5-amino-6-(5-phosphoribosylamino)uracil reductase [Azorhizobium doebereinerae UFLA1-100]	0.45436	36	30	4	8	2	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00087	2510306010 SINM1022DRAFT_00034140 xanthine dehydrogenase molybdenum-binding subunit [Ensifer meliloti WSM1022]	0.05229	43	40	2	19	1	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00088	2645634025 Ga0102436_101463 IMP dehydrogenase [Methylobacterium sp. Leaf465]	0.57891	612	368	201	168	43	N	N	N	Untested	N	Y	N	N	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K00090	2512003444 BJ6T_79290 gluconate 2-dehydrogenase [Bradyrhizobium japonicum USDA 6]	0.29142	11	2	9	0	0	N	N	N	N	N	Y	Y	Y	Y	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00091	2645645358 Ga0102438_109216 dihydroflavonol-4-reductase [Aurantimonas sp. Leaf443]	0.535	235	175	41	77	19	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00096	2512973964 SinmedDRAFT_5164 glycerol-1-phosphate dehydrogenase [NAD(P)+] [Ensifer medicae WSM1115]	0.15271	40	36	3	7	1	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00097	2517094066 RLEG20DRAFT_1067 4-hydroxythreonine-4-phosphate dehydrogenase [Rhizobium leguminosarum bv. trifolii SRDI943]	0.57839	1074	776	238	375	60	N	N	Y	Untested	N	N	N	N	Untested	N	N	N	Y	Untested	Untested	N	N	N	Untested	Untested
KO:K00098	2540903540 L886DRAFT_01965 L-idonate 5-dehydrogenase [Rhizobium larrymoorei ATCC 51759]	0.3224	400	346	33	158	21	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00099	2585551517 EX16DRAFT_00502 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Rhizobium tropici YR635]	0.59739	472	325	111	140	36	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00100	2616240407 Ga0061100_107124 hypothetical protein [Rhizobium hainanense CCBAU 57015]	0.56108	1302	1003	187	434	112	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00101	2644985116 Ga0102263_10191 L-lactate dehydrogenase (cytochrome) [Sphingomonas sp. Leaf208]	0.56784	891	621	207	309	63	N	N	Y	N	N	N	N	N	N	N	N	Y	N	Untested	Y	N	N	N	Untested	N
KO:K00102	2582558323 GY40DRAFT_0504 D-lactate dehydrogenase (cytochrome) [Bosea sp. UNC402CLCol]	0.47092	595	440	118	221	37	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00103	2609877254 Ga0066776_4758 L-gulonolactone oxidase [Tardiphaga sp. OK245]	0.50004	13	8	5	8	0	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K00104	2509388349 Rleg9DRAFT_2905 glycolate oxidase [Rhizobium leguminosarum bv. trifolii WSM597]	0.50335	535	366	134	174	35	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00106	2611298132 Ga0055044_12127 xanthine dehydrogenase/oxidase [Agrobacterium rhizogenes ATCC 15834]	0.01157	7	7	0	4	0	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00108	2644346249 Ga0102106_101675 choline dehydrogenase [Devosia sp. Root413D1]	0.53524	1251	908	253	496	90	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00111	2625264405 Ga0076376_112085 glycerol-3-phosphate dehydrogenase [Bradyrhizobium japonicum USDA 110 (re-annotation)]	0.56127	1203	859	273	405	71	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00113	2523469113 G522DRAFT_03074 glycerol-3-phosphate dehydrogenase subunit C [Pleomorphomonas oryzae DSM 16300]	0.22964	13	1	12	0	0	N	N	N	N	N	Y	Y	Y	Y	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00114	2517890215 BraelDRAFT_2908 alcohol dehydrogenase (cytochrome c) [Bradyrhizobium elkanii USDA 76]	0.55644	308	186	79	79	43	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N
KO:K00116	2608536791 Ga0068231_10773 malate dehydrogenase (quinone) [Methylobacterium sp. UNCCL143]	0.60203	137	119	13	45	5	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00117	2645599518 Ga0102416_101264 quinoprotein glucose dehydrogenase [Rhizobium sp. Leaf391]	0.57047	474	341	78	168	55	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N
KO:K00118	2645047283 Ga0102366_10527 glucose-fructose oxidoreductase [Aureimonas sp. Leaf324]	0.27314	55	39	11	7	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00121	2510377416 Rleg12_5747 S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [Rhizobium leguminosarum bv. trifolii CB782]	0.5779	984	723	185	346	76	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00122	641643454 M446_3267 NAD-dependent formate dehydrogenase flavoprotein subunit [Methylobacterium sp. 4-46]	0.51277	179	119	43	46	17	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00123	2554247633 I502DRAFT_03512 formate dehydrogenase F4A subunit [Agrobacterium tumefaciens WRT31]	0.52217	896	635	201	296	60	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00124	2644331380 Ga0102103_103120 formate dehydrogenase iron-sulfur subunit [Ensifer sp. Root127]	0.52063	618	458	120	216	40	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00126	2521667927 H282DRAFT_03477 formate dehydrogenase subunit delta [Agrobacterium sp. 224MFTsu3.1]	0.52089	399	304	67	151	28	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00127	2645578012 Ga0102411_12623 formate dehydrogenase subunit gamma [Rhizobium sp. Leaf371]	0.52063	615	457	118	213	40	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00128	2598502573 Ga0057665_00402 aldehyde dehydrogenase (NAD+) [Sinorhizobium meliloti RMO17]	0.56595	2554	1891	520	1041	143	Y	N	Y	N	N	N	N	N	N	N	Y	Y	Y	Untested	N	N	N	N	Untested	N
KO:K00130	2513932163 A3AUDRAFT_01382 betaine-aldehyde dehydrogenase [Mesorhizobium loti USDA 3471]	0.29675	596	443	126	245	27	Y	Y	Y	Y	N	N	N	N	N	N	Y	Y	Y	N	N	N	N	N	N	N
KO:K00131	2616297777 Ga0061105_12228 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [Rhizobium sp. HBR26]	0.14725	33	26	6	11	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00133	2644345611 Ga0102106_10136 aspartate-semialdehyde dehydrogenase [Devosia sp. Root413D1]	0.57883	708	438	220	196	50	N	N	Y	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00134	2517570921 SinmelDRAFT_6095 glyceraldehyde-3-phosphate dehydrogenase (NAD+) [Ensifer medicae WSM4191]	0.57883	662	399	217	186	46	N	N	N	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00135	2644151066 Ga0102069_16535 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [Ensifer sp. Root31]	0.57664	1948	1459	378	765	111	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	Y	Untested	N	N	N	N	Untested	N
KO:K00137	2585903399 EW85DRAFT_0475 aminobutyraldehyde dehydrogenase [Rhizobium rhizogenes CF263]	0.15257	216	189	19	104	8	Y	Y	Y	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N
KO:K00138	650740669 AGROH133_07750 aldehyde dehydrogenase [Agrobacterium sp. H13-3]	0.56399	454	313	115	140	26	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00140	2645595696 Ga0102415_122283 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [Rhizobium sp. Leaf386]	0.57844	652	420	183	202	49	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00141	2508003913 Rleg11DRAFT_00010260 NAD-dependent aldehyde dehydrogenases [Rhizobium leguminosarum bv. trifolii CC283b]	0.61423	60	52	5	25	3	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00145	2513987488 A3C5DRAFT_04455 N-acetyl-gamma-glutamyl-phosphate reductase [Ensifer medicae WSM1369]	0.57844	644	392	203	180	49	N	N	Y	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00146	2643964061 Ga0102194_111325 phenylacetaldehyde dehydrogenase [Devosia sp. Root685]	0.60246	80	45	24	31	11	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00147	2644499449 Ga0102133_115207 glutamate-5-semialdehyde dehydrogenase [Rhizobium sp. Root483D2]	0.5776	621	380	200	176	41	N	N	N	Untested	N	Y	N	N	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K00148	2521664790 H282DRAFT_00329 glutathione-independent formaldehyde dehydrogenase [Agrobacterium sp. 224MFTsu3.1]	0.13008	127	110	12	51	5	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00150	2575316786 ABAC460_17660 glyceraldehyde 3-phosphate dehydrogenase (NAD(P)+) [Asticcacaulis sp. AC460]	0.64355	7	0	7	0	0	N	N	Untested	Untested	N	Y	Y	Untested	Untested	Y	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00151	2513647496 YUEDRAFT_02340 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [Bradyrhizobium japonicum USDA 122]	0.5462	143	80	49	42	14	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00154	643648866 Avi_5226 aldehyde dehydrogenase [Agrobacterium vitis bv. III S4]	0.58432	280	168	91	68	21	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00156	2593328084 FF91DRAFT_01989 pyruvate dehydrogenase (quinone) [Methylobacterium sp. UNC300MFChir4.1]	0.59533	339	263	51	93	25	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00158	2644851607 Ga0102281_102300 pyruvate dehydrogenase (quinone)/pyruvate oxidase [Sphingomonas sp. Leaf30]	0.22095	18	13	4	1	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00161	2644154329 Ga0102070_111103 pyruvate dehydrogenase E1 component alpha subunit [Mesorhizobium sp. Root102]	0.57746	842	505	265	242	72	N	N	N	Untested	N	Y	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00162	2516207655 RhiBR816DRAFT_4410 pyruvate dehydrogenase E1 component beta subunit [Ensifer sp. BR816]	0.57746	822	485	261	231	76	N	N	N	Untested	N	Y	N	N	Untested	N	N	N	N	Untested	Untested	Y	N	N	Untested	Untested
KO:K00163	2645096341 Ga0102419_105118 pyruvate dehydrogenase E1 component [Bradyrhizobium sp. Leaf396]	0.5592	245	159	61	87	25	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00164	2616296386 Ga0061105_110132 2-oxoglutarate dehydrogenase E1 component [Rhizobium sp. HBR26]	0.57883	623	377	202	177	44	N	N	N	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00166	2513571938 A19QDRAFT_04634 2-oxoisovalerate dehydrogenase E1 component alpha subunit [Rhizobium leguminosarum bv. viciae UPM1131]	0.33691	353	244	84	124	25	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00167	2645645097 Ga0102438_108382 2-oxoisovalerate dehydrogenase E1 component beta subunit [Aurantimonas sp. Leaf443]	0.33638	352	244	84	124	24	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00174	2515625270 B041DRAFT_01319 2-oxoglutarate ferredoxin oxidoreductase subunit alpha [Bradyrhizobium sp. WSM4349]	0.51875	90	45	29	18	16	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N
KO:K00175	2517100735 B370DRAFT_00331 2-oxoglutarate ferredoxin oxidoreductase subunit beta [Bradyrhizobium japonicum USDA 124]	0.51875	90	45	29	18	16	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N
