Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K00020	2616356398 Ga0066739_11760 3-hydroxyisobutyrate dehydrogenase [Burkholderia sp. YR281]	0.44686	1300	453	602	242	245	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N
KO:K00023	2644121989 Ga0102225_11256 acetoacetyl-CoA reductase [Achromobacter sp. Root83]	0.44179	805	331	339	190	135	N	Y	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00024	2616774353 Ga0066743_2253 malate dehydrogenase [Duganella sp. CF402]	0.45142	453	171	214	89	68	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00027	2626388898 Ga0076801_102343 malate dehydrogenase (oxaloacetate-decarboxylating) [Burkholderia pseudomallei S13 (re-annotation)]	0.01477	13	0	10	0	3	N	N	Untested	Untested	N	Y	N	Untested	Untested	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00029	651047591 CFU_3077 NADP-dependent malic enzyme [Collimonas fungivorans Ter331]	0.45087	1027	387	478	207	162	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00030	2609808629 Ga0070536_106181 isocitrate dehydrogenase (NAD+) [Collimonas sp. OK412]	0.42896	52	32	13	23	7	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00031	2644473256 Ga0102128_123319 isocitrate dehydrogenase [Massilia sp. Root133]	0.44575	681	274	290	153	117	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00032	2540432063 HFRIS_006158 gluconate 2-dehydrogenase [Herbaspirillum frisingense GSF30]	0.33107	29	14	8	8	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00033	2600814687 Ga0056714_05257 6-phosphogluconate dehydrogenase (decarboxylating) (EC 1.1.1.44) [Burkholderia kururiensis thiooxydans NBRC 107107]	0.10957	215	91	83	52	41	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00034	2645518029 Ga0102389_12559 glucose 1-dehydrogenase [Burkholderia sp. Leaf177]	0.41951	75	40	18	16	17	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00035	2616775475 Ga0066743_3375 hypothetical protein [Duganella sp. CF402]	0.18591	21	17	3	11	1	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00036	2644305233 Ga0102098_1068 glucose-6-phosphate 1-dehydrogenase [Rhizobacter sp. Root404]	0.38246	548	268	179	147	101	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00038	2513556544 A19SDRAFT_05276 3alpha(or 20beta)-hydroxysteroid dehydrogenase [Burkholderia mimosarum STM3621]	0.27083	55	13	24	5	18	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N
KO:K00039	2509125717 BurW3556DRAFT_00065580 ribitol 2-dehydrogenase [Burkholderia dilworthii WSM3556]	0.3701	58	38	9	15	11	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00040	2616379223 Ga0066766_10844 fructuronate reductase [Polaromonas sp. YR568]	0.29725	149	63	70	45	16	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00041	2515689228 B025DRAFT_02341 tagaturonate reductase [Burkholderia sp. JPY347]	0.37097	90	62	17	35	11	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00042	2616372221 Ga0008009_107104 2-hydroxy-3-oxopropionate reductase [Burkholderia vietnamiensis WPB]	0.43813	741	324	304	194	113	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00043	2524479808 K309DRAFT_04145 4-hydroxybutyrate dehydrogenase [Cupriavidus sp. AMP6]	0.27407	77	20	53	6	4	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00045	2579544531 BW37_04957 mannitol 2-dehydrogenase [Janthinobacterium lividum RIT308]	0.40823	12	4	5	2	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00046	2644163269 Ga0102071_123310 gluconate 5-dehydrogenase [Variovorax sp. Root318D1]	0.46492	495	221	180	126	94	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00050	2644211551 Ga0102081_101445 hydroxypyruvate reductase [Duganella sp. Root336D2]	0.45504	314	167	106	99	41	Y	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N
KO:K00052	2644123790 Ga0102225_12411 3-isopropylmalate dehydrogenase [Achromobacter sp. Root83]	0.45087	523	199	242	105	82	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00053	2515678966 B020DRAFT_00053 ketol-acid reductoisomerase [Burkholderia sp. JPY251]	0.44752	493	172	250	91	71	N	N	N	Untested	N	Y	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00054	2643573776 Ga0102001_1003544 hydroxymethylglutaryl-CoA reductase [Variovorax sp. 375MFSha3.1]	0.48826	82	40	30	24	12	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00055	"2509521057 BurcepDRAFT_7601 aryl-alcohol dehydrogenase [Burkholderia cepacia UCB 717, ATCC 25416]"	0.12621	36	12	11	6	13	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00057	2586327518 W813DRAFT_01383 glycerol-3-phosphate dehydrogenase (NAD(P)+) [Burkholderia andropogonis Ba3549]	0.44575	434	161	209	86	64	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00058	2640394568 Ga0073238_116117 hypothetical protein [Ralstonia sp. 25MFCol4.1]	0.44495	1131	460	479	282	192	N	Y	Y	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N	N
KO:K00059	2643527414 Ga0101994_1002109 3-oxoacyl-[acyl-carrier protein] reductase [Variovorax sp. 278MFTsu5.1]	0.45087	3766	1544	1489	884	733	Y	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00060	642421762 BgramDRAFT_0908 L-threonine 3-dehydrogenase (EC 1.1.1.103) [Burkholderia graminis C4D1M]	0.09333	166	53	82	23	31	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00064	2609596435 Ga0066750_111109 D-threo-aldose 1-dehydrogenase [Janthinobacterium sp. OK676]	0.36756	219	127	52	72	40	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00065	644791822 Vapar_1225 short-chain dehydrogenase/reductase SDR [Variovorax paradoxus S110]	0.34974	162	71	66	48	25	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00066	2644254958 Ga0102089_135125 GDP-mannose 6-dehydrogenase [Massilia sp. Root351]	0.49176	22	10	8	9	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00067	650772983 bgla_2g03810 dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) [Burkholderia gladioli BSR3]	0.45109	624	254	263	138	107	N	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00073	2643982114 Ga0102197_116347 ureidoglycolate dehydrogenase (NAD+) [Achromobacter sp. Root170]	0.05524	10	3	2	3	5	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00074	2510250524 Bur5005DRAFT_4452 3-hydroxyacyl-CoA dehydrogenase [Burkholderia sprentiae WSM5005]	0.45114	894	362	356	217	176	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00075	2528878875 G025_01381 UDP-N-acetylmuramate dehydrogenase [beta proteobacterium JGI 0001001-A11 (unscreened) (contamination screened)]	0.45087	439	161	213	86	65	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00076	2611611823 Ga0055059_10758 7-alpha-hydroxysteroid dehydrogenase [Burkholderia cenocepacia 869T2]	0.47514	15	4	8	2	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00077	2518269611 D461DRAFT_02479 ketopantoate reductase (EC 1.1.1.169) [Variovorax paradoxus 4MFCol3.1]	0.43658	1278	582	479	325	217	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00082	2541800762  5-amino-6-(5-phosphoribosylamino)uracil reductase [Ralstonia solanacearum MolK2]	0.40806	9	6	3	2	0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00087	"644749147 RALTA_A2830 xanthine dehydrogenase, molybdenum binding subunit apoprotein (EC 1.17.1.4) [Cupriavidus taiwanensis LMG 19424]"	0.04161	12	7	2	7	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00088	2583269253 BAC01SDRAFT_01072 IMP dehydrogenase [Burkholderia acidipaludis NBRC 101816]	0.45128	524	183	263	99	78	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00090	2587730299 EX26DRAFT_05456 gluconate 2-dehydrogenase [Methylibium sp. YR605]	0.42429	384	177	145	93	62	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00091	2644219081 Ga0102082_112138 dihydroflavonol-4-reductase [Pelomonas sp. Root1217]	0.10675	194	80	80	47	34	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00096	2518270741 D461DRAFT_03610 glycerol-1-phosphate dehydrogenase [NAD(P)+] [Variovorax paradoxus 4MFCol3.1]	0.00651	6	4	1	3	1	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00097	2611290548 Ga0055043_104964 4-hydroxythreonine-4-phosphate dehydrogenase [Ralstonia solanacearum NCPPB909]	0.44867	714	276	316	146	122	N	N	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00098	2609762453 Ga0070142_11214 L-idonate 5-dehydrogenase [Variovorax sp. OK605]	0.43161	130	85	26	46	19	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00099	2517018457 B014DRAFT_00239 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Burkholderia sp. WSM4176]	0.45128	434	161	210	87	63	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00100	2514027827 A3A5DRAFT_02806 hypothetical protein [Cupriavidus sp. UYPR2.512]	0.47758	662	281	271	175	110	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00101	2524480303 K309DRAFT_04640 L-lactate dehydrogenase (cytochrome) [Cupriavidus sp. AMP6]	0.4718	655	185	358	101	112	N	N	N	N	N	Y	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N
KO:K00102	2587736670 EX18DRAFT_05657 D-lactate dehydrogenase (cytochrome) [Methylibium sp. CF468]	0.43838	523	191	260	102	72	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00103	638153041 Bamb_5198 FAD-linked oxidoreductase [Burkholderia cepacia AMMD]	0.05633	15	4	4	1	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00104	2644955828 Ga0102306_101161 glycolate oxidase [Acidovorax sp. Leaf76]	0.43816	560	198	275	105	87	N	Y	N	Y	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00108	2645001969 Ga0102329_1011263 choline dehydrogenase [Pseudorhodoferax sp. Leaf267]	0.43765	1021	385	429	219	207	N	Y	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00111	2518562525 RsoFQY_03016 homodimeric glycerol 3-phosphate dehydrogenase (quinone) [Ralstonia solanacearum FQY_4]	0.44306	548	225	240	134	83	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00114	"641652246 Bcenmc03_5155 PQQ-dependent dehydrogenase, methanol/ethanol family [Burkholderia cenocepacia MC0-3]"	0.37084	177	82	54	57	41	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00116	2563546739 T336DRAFT_01237 malate dehydrogenase (quinone) [Acidovorax oryzae ATCC 19882]	0.41067	104	49	40	7	15	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00117	2579541571 BW37_01987 quinoprotein glucose dehydrogenase [Janthinobacterium lividum RIT308]	0.49431	160	103	30	57	27	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00121	2514031609 A3A5DRAFT_06594 S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [Cupriavidus sp. UYPR2.512]	0.43997	512	205	212	116	95	N	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00122	2644292621 Ga0102096_10524 formate dehydrogenase [Acidovorax sp. Root402]	0.44363	155	49	73	40	33	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00123	2514040258 A3AGDRAFT_00348 formate dehydrogenase alpha subunit [Cupriavidus taiwanensis STM6070]	0.43932	1047	346	512	211	189	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00124	2600810908 Ga0056714_01471 formate dehydrogenase beta subunit (EC 1.2.1.2) [Burkholderia kururiensis thiooxydans NBRC 107107]	0.43907	697	230	342	134	125	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00126	2514040260 A3AGDRAFT_00350 formate dehydrogenase delta subunit [Cupriavidus taiwanensis STM6070]	0.40867	286	95	136	53	55	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00127	2643528583 Ga0101994_1003196 formate dehydrogenase subunit gamma [Variovorax sp. 278MFTsu5.1]	0.43838	672	225	328	132	119	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00128	2527080253 B026DRAFT_05344 aldehyde dehydrogenase (NAD+) [Burkholderia sp. JPY366]	0.4444	2154	975	774	567	405	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00130	2600760374 Ga0056708_03625 betaine-aldehyde dehydrogenase [Burkholderia gladioli NBRC 13700]	0.29697	700	297	231	157	172	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N
KO:K00133	2616336228 Ga0066730_13724 aspartate semialdehyde dehydrogenase [Burkholderia sp. YR520]	0.45087	438	161	209	87	68	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00134	2522929924 H960DRAFT_05637 glyceraldehyde-3-phosphate dehydrogenase (NAD+) [Burkholderia sp. URHA0054]	0.45128	478	171	234	93	73	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00135	2582266240 BCA01SDRAFT_04684 succinate semialdehyde dehydrogenase (EC 1.2.1.16) [Burkholderia caledonica NBRC 102488]	0.44633	1550	686	600	369	264	Y	Y	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00137	2580606350 BBA01SDRAFT_02049 aminobutyraldehyde dehydrogenase [Burkholderia bannensis NBRC 103871]	0.01552	69	9	50	7	10	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00138	2563549510 T336DRAFT_04010 aldehyde dehydrogenase [Acidovorax oryzae ATCC 19882]	0.43427	385	154	167	76	64	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00140	2514029198 A3A5DRAFT_04177 Aldehyde dehydrogenase family protein [Cupriavidus sp. UYPR2.512]	0.44172	1021	396	451	205	174	N	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00141	2643550944 Ga0101997_101729 benzaldehyde dehydrogenase (NAD) [Variovorax paradoxus 349MFTsu5.1]	0.35455	318	138	123	70	57	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00145	2558311654 Q390DRAFT_02658 N-acetyl-gamma-glutamyl-phosphate reductase [Simplicispira psychrophila DSM 11588]	0.45087	620	250	274	137	96	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00146	2616334965 Ga0066730_12064 phenylacetaldehyde dehydrogenase [Burkholderia sp. YR520]	0.11129	295	68	156	38	71	N	N	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	Y	Y	N	N	N
KO:K00147	2514043059 A3AGDRAFT_03151 glutamate-5-semialdehyde dehydrogenase [Cupriavidus taiwanensis STM6070]	0.44535	424	159	201	86	64	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00148	2639079084 Ga0004326_103370 glutathione-independent formaldehyde dehydrogenase [Polaromonas sp. JS666 UNC47MFTsu3.1]	0.09265	169	62	76	32	31	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00150	2539911952 Q5W_0748 glyceraldehyde 3-phosphate dehydrogenase (NAD(P)+) [Hydrogenophaga sp. PBC]	0.13209	10	0	4	0	6	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00151	2524482044 K309DRAFT_06382 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [Cupriavidus sp. AMP6]	0.42778	233	76	120	47	37	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00154	2547290296 AASARDRAFT_04682 coniferyl-aldehyde dehydrogenase [Acidovorax avenae avenae RS-1]	0.39164	317	108	141	54	68	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00156	643878104 bglu_2g12460 pyruvate dehydrogenase (quinone) (EC 1.2.5.1) [Burkholderia glumae BGR1]	0.36673	363	133	169	70	61	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00161	2515681631 B020DRAFT_02720 pyruvate dehydrogenase E1 component alpha subunit [Burkholderia sp. JPY251]	0.41081	251	117	82	71	52	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00162	2554992313 L665_03793 pyruvate dehydrogenase E1 component beta subunit [Ralstonia solanacearum SD54]	0.41135	249	116	83	71	50	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00163	"649886958 Varpa_3730 2-oxo-acid dehydrogenase e1 subunit, homodimeric type [Variovorax paradoxus EPS]"	0.44575	776	286	359	154	131	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00164	2616363932 Ga0066774_11118 2-oxoglutarate dehydrogenase E1 component [Roseateles sp. YR242]	0.44752	510	215	218	115	77	N	N	Y	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00166	"643877194 bglu_2g02640 2-oxoisovalerate dehydrogenase, E1 component, alpha subunit [Burkholderia glumae BGR1]"	0.37835	128	33	76	18	19	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00167	2643791644 Ga0102157_145238 2-oxoisovalerate dehydrogenase E1 component beta subunit [Duganella sp. Root1480D1]	0.37835	127	33	75	18	19	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00169	651552589 HMPREF9439_00135 pyruvate ferredoxin oxidoreductase subunit alpha [Parasutterella excrementihominis YIT 11859]	0.62394	9	0	9	0	0	N	N	Untested	Untested	N	Y	N	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00170	"641664919 Lcho_2151 pyruvate ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1) [Leptothrix cholodnii SP-6]"	0.62394	9	0	9	0	0	N	N	Untested	Untested	N	Y	N	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00172	2508598111 BurJ1DRAFT_4544 pyruvate ferredoxin oxidoreductase gamma subunit [Burkholderiales sp. JOSHI_001]	0.62394	9	0	9	0	0	N	N	Untested	Untested	N	Y	N	Untested	Untested	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00174	2644401760 Ga0102116_12886 2-oxoglutarate ferredoxin oxidoreductase subunit alpha [Variovorax sp. Root434]	0.19236	35	24	7	19	4	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00175	2645002305 Ga0102329_102210 2-oxoglutarate ferredoxin oxidoreductase subunit beta [Pseudorhodoferax sp. Leaf267]	0.18778	34	23	7	18	4	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00179	2645482273 Ga0102380_12921 indolepyruvate ferredoxin oxidoreductase alpha subunit [Acidovorax sp. Leaf160]	0.46476	122	62	42	43	18	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
