Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K00096	2563398874 K393DRAFT_06878 glycerol-1-phosphate dehydrogenase [NAD(P)+] [Streptomyces sp. 140Col2.1E]	0.15612	152	40	71	33	41	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00097	2518163715 C565DRAFT_02275 4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) [Arthrobacter sp. 162MFSha1.1]	0.56885	119	38	36	16	45	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N
KO:K00098	650731715 MTES_2969 threonine dehydrogenase [Microbacterium testaceum StLB037]	0.58901	183	101	41	50	41	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00099	2616700104 Ga0007938_116173 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Streptomyces mirabilis OK461]	0.58841	394	164	143	89	87	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00100	2645723415 Ga0102087_11313 hypothetical protein [Aeromicrobium sp. Root344]	0.59034	266	120	80	74	66	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00101	2523577390 I960DRAFT_02370 glycolate oxidase [Arthrobacter nicotinovorans 231Sha2.1M6]	0.57542	298	160	73	88	65	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00103	2645423007 Ga0102360_11936 L-gulonolactone oxidase [Plantibacter sp. Leaf314]	0.54844	50	20	12	16	18	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00104	2523577387 I960DRAFT_02367 glycolate oxidase [Arthrobacter nicotinovorans 231Sha2.1M6]	0.58558	531	228	163	125	140	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00108	2644632561 Ga0102230_1681 choline dehydrogenase [Streptomyces sp. Root264]	0.57007	315	147	83	111	85	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00111	2644197141 Ga0102078_11121 glycerol-3-phosphate dehydrogenase [Yonghaparkia sp. Root332]	0.58849	819	335	304	206	180	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00116	2645490634 Ga0102383_12372 malate dehydrogenase (quinone) [Leifsonia sp. Leaf336]	0.55309	211	114	69	47	28	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00121	646658652 SCAB_72641 putative zinc-binding alcohol dehydrogenase [Streptomyces scabiei 87.22]	0.52565	403	129	141	103	133	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00122	2643958403 Ga0102193_11645 formate dehydrogenase [Nocardioides sp. Root682]	0.14328	43	13	21	12	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00123	2609767106 Ga0066718_101465 formate dehydrogenase major subunit [Arthrobacter sp. OV118]	0.57208	325	119	110	69	96	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00124	2520533814 G373DRAFT_03848 formate dehydrogenase iron-sulfur subunit [Arthrobacter sp. 49Tsu3.1M3]	0.52017	88	21	39	17	28	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00126	2563399054 K393DRAFT_07058 formate dehydrogenase subunit delta [Streptomyces sp. 140Col2.1E]	0.19224	11	5	4	5	2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00127	2563394634 K393DRAFT_02626 formate dehydrogenase subunit gamma [Streptomyces sp. 140Col2.1E]	0.1616	111	39	34	36	38	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00128	2602859716 Ga0036050_103848 aldehyde dehydrogenase (NAD+) [Streptomyces sp. R1-NS-10]	0.57587	1172	439	418	314	315	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00129	2644533312 Ga0102140_110244 aldehyde dehydrogenase (NAD(P)+) [Nocardioides sp. Root140]	0.58241	7	3	2	3	2	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00130	2644954883 Ga0102305_15157 betaine-aldehyde dehydrogenase [Agreia sp. Leaf244]	0.5826	817	315	283	225	219	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00131	2563415667 BS38DRAFT_04378 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [Arthrobacter sp. UNC362MFTsu5.1]	0.5049	19	12	2	9	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00133	2640269242 Ga0073241_1954 aspartate-semialdehyde dehydrogenase [Microbacterium sp. 77MFTsu3.1]	0.58876	529	202	193	120	134	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00134	2645726109 Ga0102087_113010 glyceraldehyde 3-phosphate dehydrogenase [Aeromicrobium sp. Root344]	0.58876	801	319	303	199	179	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00135	2616696690 Ga0007938_106204 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [Streptomyces mirabilis OK461]	0.58848	1224	502	411	309	311	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00137	2563412312 BS38DRAFT_01008 aminobutyraldehyde dehydrogenase [Arthrobacter sp. UNC362MFTsu5.1]	0.07277	34	20	6	12	8	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00138	2645476880 Ga0102379_112399 aldehyde dehydrogenase [Microbacterium sp. Leaf159]	0.58984	276	124	82	67	70	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00140	2643885858 Ga0102178_11881 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [Microbacterium sp. Root61]	0.5867	605	275	200	157	130	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00141	2616012334 Ga0070141_14111 benzaldehyde dehydrogenase (NAD) [Streptomyces sp. CF386]	0.5679	109	52	22	39	35	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00145	2521768393 H293DRAFT_01898 N-acetyl-gamma-glutamyl-phosphate reductase [Streptomyces canus 299MFChir4.1]	0.58916	400	167	139	92	94	N	Y	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00146	2585315619 EW58DRAFT_03907 phenylacetaldehyde dehydrogenase [Streptomyces mirabilis YR139]	0.59057	140	61	42	41	37	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00147	2643698025 Ga0102054_10011408 glutamate-5-semialdehyde dehydrogenase [Microbacterium sp. CL22]	0.58751	391	167	134	92	90	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00148	2609768266 Ga0066718_103118 glutathione-independent formaldehyde dehydrogenase [Arthrobacter sp. OV118]	0.58308	214	90	80	36	44	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00150	2645064584 Ga0102394_11298 glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [Microbacterium sp. Leaf351]	0.55975	10	3	6	1	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00151	2523576773 I960DRAFT_01748 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [Arthrobacter nicotinovorans 231Sha2.1M6]	0.5662	177	93	53	55	31	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00153	646652256 SCAB_7101 alcohol dehydrogenase class III [Streptomyces scabiei 87.22]	0.5511	360	119	137	82	104	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	Y	N
KO:K00156	640541465 CMM_2128 pyruvate dehydrogenase (quinone) (EC 1.2.5.1) [Clavibacter michiganensis michiganensis NCPPB 382]	0.58733	449	170	156	103	123	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00158	2523593880 SACTE_6010 pyruvate dehydrogenase (quinone) [Streptomyces sp. Sv. ACTE SirexAA-E]	0.15292	6	0	6	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00161	2602859931 Ga0036050_1038264 pyruvate dehydrogenase E1 component alpha subunit [Streptomyces sp. R1-NS-10]	0.58859	957	406	332	249	219	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00162	2644384105 Ga0102113_12146 pyruvate dehydrogenase E1 component beta subunit [Leifsonia sp. Root1293]	0.58856	949	400	333	245	216	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00163	2520533238 G373DRAFT_03269 pyruvate dehydrogenase E1 component [Arthrobacter sp. 49Tsu3.1M3]	0.58876	714	277	266	166	171	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00164	2524902098 H305DRAFT_04164 2-oxoglutarate dehydrogenase E1 component [Streptomyces sp. 142MFCol3.1]	0.58857	415	172	146	95	97	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00169	2644229193 Ga0102084_10462 pyruvate ferredoxin oxidoreductase alpha subunit [Nocardioides sp. Root122]	0.5731	9	4	0	4	5	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00170	2641420332 Ga0082240_1055154 pyruvate ferredoxin oxidoreductase beta subunit [Actinobacteria bacterium OK074]	0.5731	9	4	0	4	5	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00172	"2585321447 EW58DRAFT_09747 pyruvate ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1) [Streptomyces mirabilis YR139]"	0.47857	10	4	0	4	6	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00174	2585299448 EW57DRAFT_03605 2-oxoglutarate ferredoxin oxidoreductase subunit alpha [Streptomyces atratus OK008]	0.37167	224	67	83	55	74	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	Y	N
KO:K00175	2641419709 Ga0082240_104119 2-oxoglutarate ferredoxin oxidoreductase subunit beta [Actinobacteria bacterium OK074]	0.37167	221	64	82	52	75	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	Y	N
KO:K00208	2644460949 Ga0102126_12251 enoyl-[acyl-carrier protein] reductase I [Streptomyces sp. Root1319]	0.41042	206	49	85	40	72	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	Y	Y	Y	N
KO:K00209	2585298127 EW57DRAFT_02281 enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [Streptomyces atratus OK008]	0.13122	32	7	11	6	14	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00215	2645424821 Ga0102360_1258 4-hydroxy-tetrahydrodipicolinate reductase [Plantibacter sp. Leaf314]	0.58876	454	190	151	113	113	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00216	"2644033705 Ga0102207_10947 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Nocardioides sp. Root190]"	0.17717	98	15	71	13	12	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00217	2616698889 Ga0007938_112114 maleylacetate reductase [Streptomyces mirabilis OK461]	0.59288	32	18	4	12	10	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00219	"2645333558 Ga0102341_14417 2,4-dienoyl-CoA reductase (NADPH2) [Nocardioides sp. Leaf285]"	0.54639	195	69	73	49	53	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00221	2581574038 U857DRAFT_02608 Alkylmercury lyase [Microbacterium paraoxydans DH1b]	0.56365	16	4	9	2	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00226	2645065643 Ga0102394_13435 dihydroorotate dehydrogenase (fumarate) [Microbacterium sp. Leaf351]	0.54511	18	4	7	0	7	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00230	2520533772 G373DRAFT_03805 menaquinone-dependent protoporphyrinogen oxidase [Arthrobacter sp. 49Tsu3.1M3]	0.57221	104	48	26	35	30	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00231	642575292 CMS_2848 protoporphyrinogen oxidase [Clavibacter michiganensis sepedonicus ATCC 33113]	0.58852	483	213	167	115	103	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00232	2522439521 H542DRAFT_01421 Acyl-coenzyme A oxidase [Arthrobacter nicotinovorans 26Cvi1.1E]	0.58822	358	149	136	87	73	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00239	2645439292 Ga0102369_111078 succinate dehydrogenase / fumarate reductase flavoprotein subunit [Leifsonia sp. Leaf325]	0.58859	742	269	275	171	198	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00240	2517827992 C563DRAFT_02027 succinate dehydrogenase subunit B [Arthrobacter sp. 135MFCol5.1]	0.58859	652	231	248	145	173	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00241	2644951911 Ga0102305_1180 succinate dehydrogenase / fumarate reductase cytochrome b subunit [Agreia sp. Leaf244]	0.5886	526	195	209	113	122	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	N	N	N	N	N	N
KO:K00242	2557409485 C560DRAFT_02164 succinate dehydrogenase / fumarate reductase membrane anchor subunit [Arthrobacter sp. 9MFCol3.1]	0.58904	338	141	133	74	64	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
