Cluster	Random example of a gene member (IMG gene ID locus_tag product [organism])	Phylogenetic Diversity	Total # Genes	# PA Genes	# NPA Genes	# RA genes	# Soil Genes	Is PA? (Hyperg Gene Copy Number)	Is PA? (Hyperg Gene Presence Absence)	Is PA? (PhyloGLM Gene Copy Number)	Is PA? (PhyloGLM Gene Presence Absence)	Is PA? (Scoary)	Is NPA? (Hyperg Gene Copy Number)	Is NPA? (Hyperg Gene Presence Absence)	Is NPA? (PhyloGLM Gene Copy Number)	Is NPA? (PhyloGLM Gene Presence Absence)	Is NPA? (Scoary)	Is RA? (Hyperg Gene Copy Number)	Is RA? (Hyperg Gene Presence Absence)	Is RA? (PhyloGLM Gene Copy Number)	Is RA? (PhyloGLM Gene Presence Absence)	Is RA? (Scoary)	Is soil? (Hyperg Gene Copy Number)	Is soil? (Hyperg Gene Presence Absence)	Is soil? (PhyloGLM Gene Copy Number)	Is soil? (PhyloGLM Gene Presence Absence)	Is soil? (Scoary)
KO:K00019	2523572379 D882DRAFT_03518 3-hydroxybutyrate dehydrogenase [Pseudomonas sp. URMO17WK12:I12]	0.12677	302	125	135	65	42	N	N	N	N	N	N	Y	N	N	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00020	2518992281 F474DRAFT_00728 3-hydroxyisobutyrate dehydrogenase [Pseudomonas sp. URIL14HWK12:I12]	0.12405	889	433	350	155	106	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00023	2511304226 PMI26_05399 3-oxoacyl-[acyl-carrier-protein] reductase [Pseudomonas sp. GM33]	0.1638	28	12	12	8	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00024	2521759316 H158DRAFT_04422 malate dehydrogenase (NAD) [Pseudomonas sp. LAMO17WK12:I11]	0.01503	44	16	16	12	12	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00027	2617421194 PsyrB_07570 NAD-dependent malic enzyme [Pseudomonas syringae pv. syringae B301D]	0.1999	122	58	57	0	7	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K00029	2643840951 Ga0102168_101274 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [Pseudomonas sp. Root562]	0.12382	360	172	141	62	47	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00031	2597846978 Ga0036898_04012 isocitrate dehydrogenase (NADP) [Pseudomonas chlororaphis O6]	0.12402	625	282	262	119	81	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00032	2596993822 Pmed_04745 phosphogluconate 2-dehydrogenase [Pseudomonas mediterranea CFBP5447 (CFBP5447 re-assembly)]	0.11734	234	109	97	57	28	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00033	2543176411 A986_17968 6-phosphogluconate dehydrogenase [Pseudomonas fluorescens BRIP34879]	0.07646	244	159	58	58	27	Y	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N
KO:K00034	643090544 PSPTOT1_3393 glucose 1-dehydrogenase (EC 1.1.1.47) [Pseudomonas syringae pv. tomato T1]	0.07554	171	107	49	26	15	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00035	2505611184 PavISPaVe037_0031.00000690 galactose 1-dehydrogenase [Pseudomonas syringae PavISPaVe037 (Psy119)]	0.05826	84	70	11	11	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00036	650779093 PSEBR_a3122 glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49) [Pseudomonas brassicacearum brassicacearum NFM421]	0.12382	773	372	300	137	101	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00038	2555249134 D095DRAFT_04625 3alpha(or 20beta)-hydroxysteroid dehydrogenase [Pseudomonas putida MTCC 5279]	0.16113	7	3	3	1	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00040	2510291974 PsK12I2DRAFT_00005590 fructuronate reductase [Pseudomonas sp. MOIL14HWK12:I2]	0.21812	23	11	9	5	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00042	2523570832 D882DRAFT_01967 2-hydroxy-3-oxopropionate reductase [Pseudomonas sp. URMO17WK12:I12]	0.12678	322	117	156	56	49	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00045	2571437065 V476DRAFT_02205 mannitol 2-dehydrogenase [Pseudomonas syringae KCTC 12500]	0.12409	276	136	115	44	25	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00046	2511359568 PMI35_06153 gluconate 5-dehydrogenase [Pseudomonas sp. GM78]	0.0562	85	19	56	5	10	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00050	2643483436 Ga0101986_1002711 hydroxypyruvate reductase [Pseudomonas sp. 113MF]	0.1274	270	107	123	55	40	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00052	2518972958 F475DRAFT_01865 3-isopropylmalate dehydrogenase [Pseudomonas sp. URMO17WK12:I6]	0.12382	419	232	142	70	45	Y	N	Y	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00053	2521899905 D884DRAFT_03964 ketol-acid reductoisomerase [Pseudomonas sp. URMO17WK12:I10]	0.1235	350	170	136	62	44	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00054	2566250559 CD58_17890 3-hydroxy-3-methylglutaryl-coenzyme A reductase [Pseudomonas brassicacearum DF41]	0.11956	22	6	10	3	6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00055	2511277185 PMI22_02271 aryl-alcohol dehydrogenase [Pseudomonas sp. GM21]	0.10461	32	12	11	8	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00057	2511327531 PMI30_04058 glycerol-3-phosphate dehydrogenase (NAD(P)+) [Pseudomonas sp. GM50]	0.12382	353	170	138	62	45	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00058	2511289377 PMI24_02077 D-3-phosphoglycerate dehydrogenase [Pseudomonas sp. GM25]	0.12382	488	243	176	87	69	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00059	2505547988 PphY5_2_0003.00001650 3-oxoacyl-[acyl-carrier protein] reductase [Pseudomonas syringae PphY5_2 (Psy55)]	0.12382	2701	1294	1108	453	299	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00064	2586025506 PD374_11705 D-threo-aldose 1-dehydrogenase [Pseudomonas sp. WCS374]	0.08326	107	54	44	26	9	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00065	2505507695 PlaYM7902_0034.00004260 2-deoxy-D-gluconate 3-dehydrogenase [Pseudomonas syringae PlaYM7902 (Psy27)]	0.07314	82	52	23	8	7	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00066	2505518408 PmaES4326_0034.00000140 GDP-mannose 6-dehydrogenase [Pseudomonas syringae PmaES4326 (Psy34)]	0.11051	330	164	123	60	43	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00067	2563950399 PssB301D_00974 dTDP-4-dehydrorhamnose reductase [Pseudomonas syringae pv. syringae B301D-R]	0.12382	774	369	306	140	99	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00074	2523693913 H618DRAFT_04165 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) [Pseudomonas cremoricolorata DSM 17059]	0.13169	441	154	220	82	67	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00075	2521843704 F632DRAFT_04325 UDP-N-acetylmuramate dehydrogenase [Pseudomonas sp. LAIL14HWK12:I10]	0.12405	356	175	138	64	43	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00076	2511279971 PMI22_05063 7-alpha-hydroxysteroid dehydrogenase [Pseudomonas sp. GM21]	0.10564	20	6	9	3	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00077	2644783461 Ga0102264_10927 2-dehydropantoate 2-reductase [Pseudomonas sp. Leaf15]	0.12382	776	374	303	138	99	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00082	2534174940 PsgB076_18792 5-amino-6-(5-phosphoribosylamino)uracil reductase [Pseudomonas syringae pv. glycinea B076]	0.01324	26	25	1	0	0	Y	Y	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00088	2586882900 K659DRAFT_00864 inosine-5'-monophosphate dehydrogenase [Pseudomonas corrugata CFBP 5454]	0.12382	354	170	141	61	43	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00090	2511345677 PMI33_03996 gluconate 2-dehydrogenase [Pseudomonas sp. GM67]	0.10596	317	169	114	61	34	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00091	2554817612 PGPR2DRAFT_05282 dihydroflavonol-4-reductase [Pseudomonas aeruginosa PGPR2]	0.08987	104	28	64	15	12	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00097	2510286533 PsbVI21DRAFT_00010310 4-hydroxythreonine-4-phosphate dehydrogenase [Pseudomonas brassicacearum 51MFCVI2.1]	0.12382	501	245	200	84	56	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00098	2511254214 PMI18_01799 L-idonate 5-dehydrogenase [Pseudomonas sp. GM102]	0.01839	11	6	4	2	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00099	2643482959 Ga0101986_1002234 1-deoxy-D-xylulose-5-phosphate reductoisomerase [Pseudomonas sp. 113MF]	0.12399	356	176	137	63	43	N	N	N	Untested	N	N	N	N	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00100	2505520285 PmaES4326_0050.00001800 hypothetical protein [Pseudomonas syringae PmaES4326 (Psy34)]	0.12943	412	262	119	18	31	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	N
KO:K00101	2511358505 PMI35_05088 L-lactate dehydrogenase (cytochrome) [Pseudomonas sp. GM78]	0.13273	324	96	182	34	46	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N
KO:K00102	649636633 PFLU3195 putative FAD-binding oxidase [Pseudomonas fluorescens SBW25]	0.06349	14	5	4	3	5	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00104	2609648056 Ga0066767_11462 glycolate oxidase [Pseudomonas sp. OK266]	0.12507	304	153	114	56	37	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00108	2609743528 Ga0066769_101263 choline dehydrogenase [Pseudomonas sp. OK602]	0.12185	808	352	350	148	106	N	N	N	Untested	N	Y	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00111	2586046037 EY04_24825 homodimeric glycerol 3-phosphate dehydrogenase (quinone) [Pseudomonas chlororaphis PA23]	0.12408	542	208	268	78	66	N	N	N	N	N	Y	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00114	2587683834 EX27DRAFT_02297 alcohol dehydrogenase (cytochrome c) [Pseudomonas putida PD1]	0.13519	323	114	153	65	56	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00116	2522896619 F638DRAFT_4646 malate dehydrogenase (quinone) [Pseudomonas sp. LAIL14HWK12:I2]	0.12382	736	364	276	141	96	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00117	640486949 PST_0991 quinoprotein glucose dehydrogenase (EC 1.1.5.2) [Pseudomonas stutzeri A1501]	0.11537	431	228	158	74	45	N	Y	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00121	2511280892 PMI22_05985 S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [Pseudomonas sp. GM21]	0.12382	422	203	166	78	53	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00123	2511256007 PMI18_03596 formate dehydrogenase major subunit [Pseudomonas sp. GM102]	0.13137	566	226	242	139	98	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00124	2609734913 Ga0066768_11267 formate dehydrogenase (quinone-dependent) iron-sulfur subunit [Pseudomonas sp. OK272]	0.13175	351	151	139	92	61	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00126	2643587561 Ga0102003_105201 formate dehydrogenase subunit delta [Pseudomonas sp. 397MF]	0.10745	127	73	34	43	20	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00127	2574416943 DQ20_04391 formate dehydrogenase gamma subunit [Pseudomonas aeruginosa PUPa3]	0.13175	349	151	137	92	61	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00128	2520061199 PputUW4_02572 aldehyde dehydrogenase (NAD+) [Pseudomonas sp. UW4]	0.11973	1007	540	350	203	117	Y	Y	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00130	2639084408 Ga0073240_10644 betaine-aldehyde dehydrogenase [Pseudomonas sp. 48MFCvi1.1]	0.12205	647	320	239	138	88	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00131	2511280374 PMI22_05467 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [Pseudomonas sp. GM21]	0.12227	300	135	126	69	39	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00133	2617421644 PsyrB_09835 aspartate semialdehyde dehydrogenase [Pseudomonas syringae pv. syringae B301D]	0.12382	397	179	168	64	50	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00134	2505602133 PavISPaVe013_0015.00000730 glyceraldehyde-3-phosphate dehydrogenase (NAD+) [Pseudomonas syringae PavISPaVe013 (Psy117)]	0.12382	796	367	323	136	106	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00135	2597861403 Ga0036902_00209 glutarate-semialdehyde dehydrogenase [Pseudomonas fluorescens SS101]	0.12382	791	442	255	150	94	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00137	2644881839 Ga0102289_11545 betaine-aldehyde dehydrogenase/aminobutyraldehyde dehydrogenase [Pseudomonas sp. Leaf48]	0.11208	320	148	125	80	47	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00138	2511354545 PMI35_01121 NAD-dependent aldehyde dehydrogenases [Pseudomonas sp. GM78]	0.12326	622	269	260	122	93	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00140	2511332646 PMI31_03021 methylmalonate-semialdehyde dehydrogenase [acylating] [Pseudomonas sp. GM55]	0.12341	931	461	355	163	115	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00141	2523813892 H038DRAFT_3684 benzaldehyde dehydrogenase (NAD+) (EC 1.2.1.28) [Pseudomonas sp. URMO17WK12:I3]	0.07317	123	87	21	19	15	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00145	2609745360 Ga0066769_105267 N-acetyl-gamma-glutamyl-phosphate reductase [Pseudomonas sp. OK602]	0.12406	448	221	168	89	59	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00146	2597847259 Ga0036898_04293 aldehyde dehydrogenase (acceptor) [Pseudomonas chlororaphis O6]	0.12435	380	180	148	91	52	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00147	2505605919 PavISPaVe013_0035.00002470 glutamate-5-semialdehyde dehydrogenase [Pseudomonas syringae PavISPaVe013 (Psy117)]	0.12405	399	206	148	90	45	N	N	N	Untested	N	N	N	N	Untested	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00148	2508868677 PSPTOimg_00027520 glutathione-independent formaldehyde dehydrogenase [Pseudomonas syringae pv. tomato DC3000 (DC3000 gold standard)]	0.11212	428	232	149	73	47	N	Y	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested	N
KO:K00150	2600495854 Ga0057553_02396 glyceraldehyde 3-phosphate dehydrogenase (NAD(P)+) [Pseudomonas sp. 1-7]	0.00733	8	0	8	0	0	N	N	Untested	Untested	N	Y	Y	Untested	Untested	Y	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00151	2586044484 EY04_16740 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase [Pseudomonas chlororaphis PA23]	0.12978	151	63	75	28	13	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00152	2518868553 ND058 salicylaldehyde dehydrogenase [Pseudomonas putida ND6]	0.13626	8	0	5	0	3	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00154	2505609225 PavISPaVe037_0022.00002840 coniferyl-aldehyde dehydrogenase [Pseudomonas syringae PavISPaVe037 (Psy119)]	0.12395	385	175	156	71	54	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00156	2580304312 BW43_01767 pyruvate dehydrogenase (quinone) [Pseudomonas sp. RIT357]	0.12485	339	138	159	43	42	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00161	2518971855 F475DRAFT_00761 pyruvate dehydrogenase E1 component alpha subunit [Pseudomonas sp. URMO17WK12:I6]	0.13285	284	100	144	52	40	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00162	"2555249449 D095DRAFT_04942 Transketolase, pyrimidine binding domain [Pseudomonas putida MTCC 5279]"	0.13395	286	102	144	52	40	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00163	2574416730 DQ20_04178 pyruvate dehydrogenase E1 component [Pseudomonas aeruginosa PUPa3]	0.12382	579	320	198	82	61	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00164	648878196 PSA3335_1958 2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) [Pseudomonas savastanoi pv. savastanoi NCPPB 3335]	0.12382	353	169	139	61	45	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00166	2584321285 BV82_0841 branched-chain alpha-keto acid dehydrogenase E1 component [Pseudomonas sp. P482]	0.1149	243	111	100	58	32	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00167	2511296234 PMI25_03099 branched-chain alpha-keto acid dehydrogenase E1 component [Pseudomonas sp. GM30]	0.1149	242	111	99	58	32	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00208	2505503306 PgyKN44_0067.00000090 Enoyl-[acyl-carrier-protein] reductase [NADH] [Pseudomonas syringae PgyKN44 (Psy16)]	0.1472	253	116	107	36	30	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00209	2524684602 D902DRAFT_02041 enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [Pseudomonas sp. LAIL14HWK12:I12]	0.12697	176	65	88	28	23	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00215	2505605732 PavISPaVe013_0035.00000620 dihydrodipicolinate reductase [Pseudomonas syringae PavISPaVe013 (Psy117)]	0.12382	353	170	139	61	44	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00216	"2609822710 Ga0007974_102647 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Pseudomonas sp. Snoq117.2]"	0.14017	13	3	7	2	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Untested	N	N	N	N	Untested
KO:K00217	2543186819 A988_19321 Iron-containing alcohol dehydrogenase [Pseudomonas syringae BRIP39023]	0.06549	9	5	4	3	0	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00219	"2609744801 Ga0066769_10444 2,4-dienoyl-CoA reductase [Pseudomonas sp. OK602]"	0.12382	492	190	239	67	63	N	N	N	Untested	Untested	Y	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00221	2543180170 A987_12013 alkylmercury lyase [Pseudomonas syringae BRIP34881]	0.08641	8	4	4	0	0	N	N	N	N	N	N	N	N	N	N	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested	Untested
KO:K00227	2521816155 F626DRAFT_04996 lathosterol oxidase [Pseudomonas mandelii 36MFCvi1.1]	0.07181	12	10	2	8	0	N	N	N	N	N	N	N	N	N	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N
KO:K00228	2523693212 H618DRAFT_03464 coproporphyrinogen oxidase [Pseudomonas cremoricolorata DSM 17059]	0.12382	350	170	137	61	43	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00232	2586033793 PS417_26075 Acyl-coenzyme A oxidase [Pseudomonas simiae WCS417]	0.03998	13	6	3	2	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
KO:K00239	2563950292 PssB301D_00867 succinate dehydrogenase subunit A [Pseudomonas syringae pv. syringae B301D-R]	0.12382	357	170	142	61	45	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00240	2644286129 Ga0102094_15533 succinate dehydrogenase / fumarate reductase iron-sulfur subunit [Pseudomonas sp. Root401]	0.12382	358	169	142	61	47	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
KO:K00241	2505483794 PgyBR1_0051.00001140 succinate dehydrogenase subunit C [Pseudomonas syringae PgyBR1 (Psy13)]	0.12382	357	170	142	62	45	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested
KO:K00242	2512324854 MOK_01409 succinate dehydrogenase subunit D [Pseudomonas chlororaphis chlororaphis GP72 (Draft1)]	0.12405	351	168	138	61	45	N	N	Untested	Untested	N	N	N	Untested	Untested	N	N	N	Untested	Untested	Untested	N	N	Untested	Untested	Untested
