	WP_id	cds	OG	KO id	KO description
Leaf130|53	KQQ65596.1	cds3566	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Leaf130|54	KQQ65597.1	cds3567	OG0000276	K13628	iscA; iron-sulfur cluster assembly protein
Leaf130|55	KQQ65598.1	cds3568			
Leaf130|56	KQQ65599.1	cds3569			
Leaf130|57	KQQ65600.1	cds3570			
Leaf130|58	KQQ65601.1	cds3571	OG0000191	K06158	ABCF3; ATP-binding cassette, subfamily F, member 3
Leaf130|59	KQQ65602.1	cds3572			
Leaf130|60	KQQ65603.1	cds3573	OG0006505	K15536	cybC; soluble cytochrome b562
Leaf130|61	KQQ65604.1	cds3574	OG0000213	K02470	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
Leaf130|62	KQQ65605.1	cds3575	OG0001170	K03629	recF; DNA replication and repair protein RecF
Leaf130|63	KQQ65606.1	cds3576	OG0000858	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]
Leaf130|64	KQQ65607.1	cds3577	OG0000857	K02313	dnaA; chromosomal replication initiator protein
Leaf130|65	KQQ65608.1	cds3578	OG0001238	K02914	RP-L34; large subunit ribosomal protein L34
Leaf130|66	KQQ65609.1	cds3579	OG0001029	K03536	rnpA; ribonuclease P protein component [EC:3.1.26.5]
Leaf130|67	KQQ65610.1	cds3580	OG0001242	K08998	uncharacterized protein
Leaf130|68	KQQ65611.1	cds3581	OG0000649	K03217	yidC; YidC/Oxa1 family membrane protein insertase
Leaf130|69	KQQ65612.1	cds3582	OG0001169	K03650	mnmE; tRNA modification GTPase [EC:3.6.-.-]
Leaf130|70	KQQ65613.1	cds3583	OG0000449	K07807	uncharacterized protein
Leaf130|71	KQQ65614.1	cds3584	OG0000175	K16264	czcD; cobalt-zinc-cadmium efflux system protein
Leaf130|72	KQQ65615.1	cds3585	OG0001584	K03981	dsbC; thiol:disulfide interchange protein DsbC [EC:5.3.4.1]
Leaf130|73	KQQ65616.1	cds3586	OG0000648		
Leaf130|74	KQQ65617.1	cds3587	OG0000904	K00760	hprT; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
Leaf130|75	KQQ65618.1	cds3588	OG0001619	K01487	E3.5.4.3; guanine deaminase [EC:3.5.4.3]
Leaf130|76	KQQ65619.1	cds3589	OG0002555		
Leaf130|77	KQQ65620.1	cds3590			
Leaf130|78	KQQ65621.1	cds3591	OG0000991	K05794	terC; tellurite resistance protein TerC
Leaf130|79	KQQ65622.1	cds3592	OG0003674	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
Leaf130|80	KQQ65623.1	cds3593	OG0003104		
Leaf130|81	KQQ65624.1	cds3594	OG0001580	K02558	mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]
Leaf130|82	KQQ65625.1	cds3595	OG0005260	K09922	uncharacterized protein
Leaf130|83	KQQ65626.1	cds3596			
Leaf130|84	KQQ65627.1	cds3597	OG0000848	K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
Leaf130|85	KQQ65628.1	cds3598	OG0000847	K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
Leaf130|86	KQQ65629.1	cds3599	OG0001579		
Leaf130|87	KQQ65630.1	cds3600			
Leaf130|88	KQQ65631.1	cds3601	OG0005261		
Leaf130|89	KQQ65632.1	cds3602	OG0005261		
Leaf130|90	KQQ65633.1	cds3603	OG0000348	K04043	dnaK; molecular chaperone DnaK
Leaf130|91	KQQ65634.1	cds3604	OG0000755	K03687	GRPE; molecular chaperone GrpE
Leaf130|92	KQQ65635.1	cds3605	OG0000006		
Leaf130|93	KQQ65636.1	cds3606	OG0001988		
Leaf130|94	KQQ65637.1	cds3607			
Leaf130|95	KQQ65638.1	cds3608			
Leaf130|96	KQQ65639.1	cds3609	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
Leaf130|97	KQQ65640.1	cds3610	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
Leaf130|98	KQQ65641.1	cds3564	OG0000711	K01866	YARS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
Leaf130|99	KQQ66522.1	cds3480			
Leaf130|100	KQQ66523.1	cds3481	OG0000134	K01697	CBS; cystathionine beta-synthase [EC:4.2.1.22]
Leaf130|101	KQQ66524.1	cds3482	OG0000296	K08309	slt; soluble lytic murein transglycosylase [EC:4.2.2.-]
Leaf130|102	KQQ66525.1	cds3483			
Leaf130|103	KQQ66526.1	cds3484	OG0001387	K03809	wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Leaf130|104	KQQ66527.1	cds3485	OG0005262		
Leaf130|105	KQQ66528.1	cds3486	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator
Leaf130|106	KQQ66529.1	cds3487	OG0003166		
Leaf130|107	KQQ66530.1	cds3488	OG0003043		
Leaf130|108	KQQ66531.1	cds3489			
Leaf130|109	KQQ66532.1	cds3490	OG0000829		
Leaf130|110	KQQ66533.1	cds3491			
Leaf130|111	KQQ66534.1	cds3492	OG0000478	K02346	dinB; DNA polymerase IV [EC:2.7.7.7]
Leaf130|112	KQQ66535.1	cds3493	OG0001895	K07273	acm; lysozyme
Leaf130|113	KQQ66536.1	cds3494	OG0000450		
Leaf130|114	KQQ66537.1	cds3495	OG0000472	K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]
Leaf130|115	KQQ66538.1	cds3496	OG0000289		
Leaf130|116	KQQ66539.1	cds3497	OG0001292	K09858	SEC-C motif domain protein
Leaf130|117	KQQ66540.1	cds3498	OG0000671		
Leaf130|118	KQQ66541.1	cds3499	OG0000061	K08369	ydjE; MFS transporter, putative metabolite:H+ symporter
Leaf130|119	KQQ66542.1	cds3500	OG0001694	K02621	parC; topoisomerase IV subunit A [EC:5.99.1.-]
Leaf130|120	KQQ66543.1	cds3501	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
Leaf130|121	KQQ66544.1	cds3502			
Leaf130|122	KQQ66545.1	cds3503	OG0001525		
Leaf130|123	KQQ66546.1	cds3504	OG0000761	K01507	ppa; inorganic pyrophosphatase [EC:3.6.1.1]
Leaf130|124	KQQ66547.1	cds3505	OG0000040		
Leaf130|125	KQQ66548.1	cds3506			
Leaf130|126	KQQ66549.1	cds3507	OG0001742		
Leaf130|127	KQQ66550.1	cds3508	OG0000434	K19784	chrR; chromate reductase, NAD(P)H dehydrogenase (quinone)
Leaf130|128	KQQ66551.1	cds3509	OG0001411	K07391	comM; magnesium chelatase family protein
Leaf130|129	KQQ66552.1	cds3510	OG0001791	K09806	uncharacterized protein
Leaf130|130	KQQ66553.1	cds3511	OG0000842	K04752	glnK; nitrogen regulatory protein P-II 2
Leaf130|131	KQQ66554.1	cds3512	OG0000465	K03320	amt; ammonium transporter, Amt family
Leaf130|132	KQQ66555.1	cds3513	OG0001445	K07738	nrdR; transcriptional repressor NrdR
Leaf130|133	KQQ66556.1	cds3514	OG0000617	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
Leaf130|134	KQQ66557.1	cds3515	OG0006506	K07318	adenine-specific DNA-methyltransferase [EC:2.1.1.72]
Leaf130|135	KQQ66558.1	cds3516	OG0000762	K00793	ribE; riboflavin synthase [EC:2.5.1.9]
Leaf130|136	KQQ66559.1	cds3517			
Leaf130|137	KQQ66560.1	cds3519	OG0002014	K02339	holC; DNA polymerase III subunit chi [EC:2.7.7.7]
Leaf130|138	KQQ66561.1	cds3520	OG0000605	K01255	CARP; leucyl aminopeptidase [EC:3.4.11.1]
Leaf130|139	KQQ66562.1	cds3521	OG0001682	K07091	lptF; lipopolysaccharide export system permease protein
Leaf130|140	KQQ66563.1	cds3522	OG0000909	K11720	lptG; lipopolysaccharide export system permease protein
Leaf130|141	KQQ66564.1	cds3523	OG0001833	K15633	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Leaf130|142	KQQ66565.1	cds3524	OG0001069	K03797	E3.4.21.102; carboxyl-terminal processing protease [EC:3.4.21.102]
Leaf130|143	KQQ66566.1	cds3525	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
Leaf130|144	KQQ66567.1	cds3526	OG0002789	K02668	pilS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
Leaf130|145	KQQ66568.1	cds3527	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf130|146	KQQ66569.1	cds3528	OG0002134	K07262	pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]
Leaf130|147	KQQ66570.1	cds3529	OG0003738	K01733	thrC; threonine synthase [EC:4.2.3.1]
Leaf130|148	KQQ66571.1	cds3530	OG0000639	K00003	hom; homoserine dehydrogenase [EC:1.1.1.3]
Leaf130|149	KQQ66572.1	cds3531	OG0001584	K03981	dsbC; thiol:disulfide interchange protein DsbC [EC:5.3.4.1]
Leaf130|150	KQQ66573.1	cds3532	OG0000148	K03733	xerC; integrase/recombinase XerC
Leaf130|151	KQQ66574.1	cds3533	OG0003167	K04758	feoA; ferrous iron transport protein A
Leaf130|152	KQQ66575.1	cds3534	OG0003168	K04759	feoB; ferrous iron transport protein B
Leaf130|153	KQQ66576.1	cds3535	OG0005263		
Leaf130|154	KQQ66577.1	cds3536	OG0000906	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
Leaf130|155	KQQ66578.1	cds3537	OG0000178	K03588	ftsW; cell division protein FtsW
Leaf130|156	KQQ66579.1	cds3538	OG0001701	K01894	gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]
Leaf130|157	KQQ66580.1	cds3539	OG0000341	K06204	dksA; DnaK suppressor protein
Leaf130|158	KQQ66581.1	cds3540	OG0000632	K03651	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
Leaf130|159	KQQ66582.1	cds3541	OG0000310	K01515	nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]
Leaf130|160	KQQ66583.1	cds3542	OG0001575	K03147	thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]
Leaf130|161	KQQ66584.1	cds3543			
Leaf130|162	KQQ66585.1	cds3544	OG0000025	K19736	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
Leaf130|163	KQQ66586.1	cds3545	OG0003131	K03298	TC.DME; drug/metabolite transporter, DME family
Leaf130|164	KQQ66587.1	cds3546	OG0000314	K12340	tolC; outer membrane protein
Leaf130|165	KQQ66588.1	cds3547	OG0001284	K02039	phoU; phosphate transport system protein
Leaf130|166	KQQ66589.1	cds3548	OG0002021		
Leaf130|167	KQQ66590.1	cds3549	OG0000585	K01755	argH; argininosuccinate lyase [EC:4.3.2.1]
Leaf130|168	KQQ66591.1	cds3550	OG0000166	K08082	algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
Leaf130|169	KQQ66592.1	cds3551	OG0000105	K08083	algR; two-component system, LytTR family, response regulator AlgR
Leaf130|170	KQQ66593.1	cds3552	OG0000841	K01749	hemC; hydroxymethylbilane synthase [EC:2.5.1.61]
Leaf130|171	KQQ66594.1	cds3553	OG0001661	K01719	hemD; uroporphyrinogen-III synthase [EC:4.2.1.75]
Leaf130|172	KQQ66595.1	cds3554			
Leaf130|173	KQQ66596.1	cds3555			
Leaf130|174	KQQ66597.1	cds3556	OG0000480	K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
Leaf130|175	KQQ66598.1	cds3557	OG0001352	K03746	hns; DNA-binding protein H-NS
Leaf130|176	KQQ66599.1	cds3558			
Leaf130|177	KQQ66600.1	cds3559	OG0006507	K02452	gspC; general secretion pathway protein C
Leaf130|178	KQQ66601.1	cds3560	OG0000414	K02666	pilQ; type IV pilus assembly protein PilQ
Leaf130|179	KQQ66602.1	cds3561	OG0002293		
Leaf130|180	KQQ66603.1	cds3562	OG0000496	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
Leaf130|181	KQQ66604.1	cds3563	OG0000139	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
Leaf130|182	KQQ66605.1	cds3518			
Leaf130|183	KQQ68284.1	cds3322	OG0006508		
Leaf130|184	KQQ68285.1	cds3323			
Leaf130|185	KQQ68286.1	cds3324	OG0002730	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Leaf130|186	KQQ68287.1	cds3325			
Leaf130|187	KQQ68288.1	cds3326	OG0000243	K01462	PDF; peptide deformylase [EC:3.5.1.88]
Leaf130|188	KQQ68289.1	cds3327	OG0002409		
Leaf130|189	KQQ68290.1	cds3328	OG0000860	K04096	smf; DNA processing protein
Leaf130|190	KQQ68291.1	cds3329	OG0000278	K07566	tsaC; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
Leaf130|191	KQQ68292.1	cds3330	OG0001315		
Leaf130|192	KQQ68293.1	cds3331	OG0000525	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
Leaf130|193	KQQ68294.1	cds3332	OG0000571		
Leaf130|194	KQQ68295.1	cds3333	OG0000189		
Leaf130|195	KQQ68296.1	cds3334	OG0000181	K00432	gpx; glutathione peroxidase [EC:1.11.1.9]
Leaf130|196	KQQ68297.1	cds3335			
Leaf130|197	KQQ68298.1	cds3336	OG0000850	K02114	ATPF1E; F-type H+-transporting ATPase subunit epsilon
Leaf130|198	KQQ68299.1	cds3337	OG0000851	K02112	ATPF1B; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
Leaf130|199	KQQ68300.1	cds3338	OG0000852	K02115	ATPF1G; F-type H+-transporting ATPase subunit gamma
Leaf130|200	KQQ68301.1	cds3339	OG0000853	K02111	ATPF1A; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
Leaf130|201	KQQ68302.1	cds3340	OG0000854	K02113	ATPF1D; F-type H+-transporting ATPase subunit delta
Leaf130|202	KQQ68303.1	cds3341	OG0001027	K02109	ATPF0B; F-type H+-transporting ATPase subunit b
Leaf130|203	KQQ68304.1	cds3342	OG0001028	K02110	ATPF0C; F-type H+-transporting ATPase subunit c
Leaf130|204	KQQ68305.1	cds3343	OG0000855	K02108	ATPF0A; F-type H+-transporting ATPase subunit a
Leaf130|205	KQQ68306.1	cds3344	OG0002662	K02116	atpI; ATP synthase protein I
Leaf130|206	KQQ68307.1	cds3345	OG0000372	K09815	znuA; zinc transport system substrate-binding protein
Leaf130|207	KQQ68308.1	cds3346	OG0001667	K09823	zur; Fur family transcriptional regulator, zinc uptake regulator
Leaf130|208	KQQ68309.1	cds3347	OG0001666	K09817	znuC; zinc transport system ATP-binding protein [EC:3.6.3.-]
Leaf130|209	KQQ68310.1	cds3348	OG0000428	K09816	znuB; zinc transport system permease protein
Leaf130|210	KQQ68311.1	cds3349	OG0000047	K05834	rhtB; homoserine/homoserine lactone efflux protein
Leaf130|211	KQQ68312.1	cds3350	OG0002362	K07223	yfeX; porphyrinogen peroxidase [EC:1.11.1.-]
Leaf130|212	KQQ68313.1	cds3351	OG0002824	K00027	ME2; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
Leaf130|213	KQQ68314.1	cds3352	OG0000749	K01887	RARS; arginyl-tRNA synthetase [EC:6.1.1.19]
Leaf130|214	KQQ68315.1	cds3353	OG0002024	K03591	ftsN; cell division protein FtsN
Leaf130|215	KQQ68316.1	cds3355	OG0001994	K07397	yhfA; putative redox protein
Leaf130|216	KQQ68317.1	cds3356	OG0000290	K06911	uncharacterized protein
Leaf130|217	KQQ68318.1	cds3357	OG0004545		
Leaf130|218	KQQ68319.1	cds3358	OG0000325	K03711	fur; Fur family transcriptional regulator, ferric uptake regulator
Leaf130|219	KQQ68320.1	cds3359	OG0000509		
Leaf130|220	KQQ68321.1	cds3360	OG0000975	K01951	guaA; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
Leaf130|221	KQQ68322.1	cds3361	OG0005264		
Leaf130|222	KQQ68323.1	cds3363	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
Leaf130|223	KQQ68324.1	cds3364	OG0003801		
Leaf130|224	KQQ68325.1	cds3365			
Leaf130|225	KQQ68326.1	cds3366	OG0000101	K03496	parA; chromosome partitioning protein
Leaf130|226	KQQ68327.1	cds3367			
Leaf130|227	KQQ68328.1	cds3368	OG0000484	K05527	bolA; BolA family transcriptional regulator, general stress-responsive regulator
Leaf130|228	KQQ68329.1	cds3369	OG0001899	K06133	LYS5; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
Leaf130|229	KQQ68330.1	cds3370	OG0005265		
Leaf130|230	KQQ68331.1	cds3371			
Leaf130|231	KQQ68332.1	cds3372	OG0000209	K07003	uncharacterized protein
Leaf130|232	KQQ68333.1	cds3373	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
Leaf130|233	KQQ68334.1	cds3374			
Leaf130|234	KQQ68335.1	cds3375			
Leaf130|235	KQQ68336.1	cds3376	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
Leaf130|236	KQQ68337.1	cds3377	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf130|237	KQQ68338.1	cds3378	OG0006509		
Leaf130|238	KQQ68339.1	cds3379	OG0004063	K13061	rhlI; acyl homoserine lactone synthase [EC:2.3.1.184]
Leaf130|239	KQQ68340.1	cds3380	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
Leaf130|240	KQQ68341.1	cds3381	OG0001155	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
Leaf130|241	KQQ68342.1	cds3382	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
Leaf130|242	KQQ68343.1	cds3383	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
Leaf130|243	KQQ68344.1	cds3384	OG0000184	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]
Leaf130|244	KQQ68345.1	cds3385	OG0000127	K00020	mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
Leaf130|245	KQQ68346.1	cds3386	OG0000324	K00140	mmsA; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
Leaf130|246	KQQ68347.1	cds3387	OG0000381		
Leaf130|247	KQQ68348.1	cds3388	OG0000029	K16235	mmuP; S-methylmethionine transporter
Leaf130|248	KQQ68349.1	cds3389	OG0000029	K16235	mmuP; S-methylmethionine transporter
Leaf130|249	KQQ68350.1	cds3390	OG0000829		
Leaf130|250	KQQ68351.1	cds3391	OG0000467	K01775	alr; alanine racemase [EC:5.1.1.1]
Leaf130|251	KQQ68352.1	cds3392	OG0000136	K00285	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
Leaf130|252	KQQ68353.1	cds3393	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
Leaf130|253	KQQ68354.1	cds3394	OG0002142		
Leaf130|254	KQQ68355.1	cds3395	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Leaf130|255	KQQ68356.1	cds3396	OG0002111		
Leaf130|256	KQQ68357.1	cds3397	OG0001361	K06177	rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]
Leaf130|257	KQQ68358.1	cds3398	OG0002251		
Leaf130|258	KQQ68359.1	cds3399	OG0004522		
Leaf130|259	KQQ68360.1	cds3400			
Leaf130|260	KQQ68361.1	cds3401	OG0002532		
Leaf130|261	KQQ68362.1	cds3402			
Leaf130|262	KQQ68363.1	cds3403			
Leaf130|263	KQQ68364.1	cds3404			
Leaf130|264	KQQ68365.1	cds3405			
Leaf130|265	KQQ68366.1	cds3406			
Leaf130|266	KQQ68367.1	cds3408	OG0000771	K11904	vgrG; type VI secretion system secreted protein VgrG
Leaf130|267	KQQ68368.1	cds3409	OG0001083	K07126	uncharacterized protein
Leaf130|268	KQQ68369.1	cds3410			
Leaf130|269	KQQ68370.1	cds3411			
Leaf130|270	KQQ68371.1	cds3412			
Leaf130|271	KQQ68372.1	cds3413	OG0004064		
Leaf130|272	KQQ68373.1	cds3414	OG0002449	K07459	ybjD; putative ATP-dependent endonuclease of the OLD family
Leaf130|273	KQQ68374.1	cds3415			
Leaf130|274	KQQ68375.1	cds3416	OG0000305	K01681	ACO; aconitate hydratase [EC:4.2.1.3]
Leaf130|275	KQQ68376.1	cds3417	OG0001134	K01659	prpC; 2-methylcitrate synthase [EC:2.3.3.5]
Leaf130|276	KQQ68377.1	cds3418	OG0001246	K03417	prpB; methylisocitrate lyase [EC:4.1.3.30]
Leaf130|277	KQQ68378.1	cds3419	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
Leaf130|278	KQQ68379.1	cds3420	OG0000787	K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]
Leaf130|279	KQQ68380.1	cds3421	OG0003653	K03777	dld; D-lactate dehydrogenase (quinone) [EC:1.1.5.12]
Leaf130|280	KQQ68381.1	cds3422	OG0000699	K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
Leaf130|281	KQQ68382.1	cds3423	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
Leaf130|282	KQQ68383.1	cds3424	OG0001441	K03303	lctP; lactate permease
Leaf130|283	KQQ68384.1	cds3425	OG0000212	K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]
Leaf130|284	KQQ68385.1	cds3426	OG0000144	K01784	galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
Leaf130|285	KQQ68386.1	cds3427	OG0000938	K01810	GPI; glucose-6-phosphate isomerase [EC:5.3.1.9]
Leaf130|286	KQQ68387.1	cds3428	OG0000364	K00012	UGDH; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
Leaf130|287	KQQ68388.1	cds3429	OG0000420	K00963	UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
Leaf130|288	KQQ68389.1	cds3430	OG0001295		
Leaf130|289	KQQ68390.1	cds3431	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
Leaf130|290	KQQ68391.1	cds3432	OG0000464	K20862	yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
Leaf130|291	KQQ68392.1	cds3433	OG0002821	K01955	carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
Leaf130|292	KQQ68393.1	cds3434	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
Leaf130|293	KQQ68394.1	cds3435	OG0001609	K03208	wcaI; colanic acid biosynthesis glycosyl transferase WcaI
Leaf130|294	KQQ68395.1	cds3436	OG0001065	K01791	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]
Leaf130|295	KQQ68396.1	cds3437	OG0004380	K19068	wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]
Leaf130|296	KQQ68397.1	cds3438	OG0003561	K17716	capD; UDP-glucose 4-epimerase [EC:5.1.3.2]
Leaf130|297	KQQ68398.1	cds3439	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
Leaf130|298	KQQ68399.1	cds3440	OG0001609	K03208	wcaI; colanic acid biosynthesis glycosyl transferase WcaI
Leaf130|299	KQQ68400.1	cds3441			
Leaf130|300	KQQ68401.1	cds3442			
Leaf130|301	KQQ68402.1	cds3443	OG0000144	K01784	galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
