	WP_id	cds	OG	KO id	KO description
Leaf176|26	WP_010601899.1	cds326	OG0001261	K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
Leaf176|27	WP_010602006.1	cds487	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
Leaf176|28	WP_010602932.1	cds1083	OG0003711		
Leaf176|29	WP_010603503.1	cds3418	OG0005454		
Leaf176|30	WP_025142622.1	cds1535	OG0001586	K04488	iscU; nitrogen fixation protein NifU and related proteins
Leaf176|31	WP_025143257.1	cds2328	OG0001106	K02935	RP-L7; large subunit ribosomal protein L7/L12
Leaf176|32	WP_025144714.1	cds3273	OG0001003	K02887	RP-L20; large subunit ribosomal protein L20
Leaf176|33	WP_025145121.1	cds4039	OG0001025	K02902	RP-L28; large subunit ribosomal protein L28
Leaf176|34	WP_025145211.1	cds3987	OG0000958	K02881	RP-L18; large subunit ribosomal protein L18
Leaf176|35	WP_025145214.1	cds3984	OG0001093	K02954	RP-S14; small subunit ribosomal protein S14
Leaf176|36	WP_029204033.1	cds292	OG0001457	K04755	fdx; ferredoxin, 2Fe-2S
Leaf176|37	WP_029275142.1	cds3533	OG0000939	K00962	pnp; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
Leaf176|38	WP_029280245.1	cds2459	OG0000292	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
Leaf176|39	WP_029287677.1	cds488	OG0000899	K02871	RP-L13; large subunit ribosomal protein L13
Leaf176|40	WP_036677579.1	cds467	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA
Leaf176|41	WP_047096321.1	cds3162	OG0004377		
Leaf176|42	WP_047798500.1	cds2881	OG0001826		
Leaf176|43	WP_047798983.1	cds592	OG0000321	K03624	greA; transcription elongation factor GreA
Leaf176|44	WP_047800906.1	cds318	OG0001383	K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
Leaf176|45	WP_055909734.1	cds3919	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf176|46	WP_055909737.1	cds3920	OG0000150		
Leaf176|47	WP_055909743.1	cds3923	OG0000035		
Leaf176|48	WP_055909744.1	cds3924	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf176|49	WP_055909757.1	cds3926	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
Leaf176|50	WP_055909760.1	cds3927	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf176|51	WP_055909765.1	cds3191	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
Leaf176|52	WP_055910073.1	cds3996	OG0001087	K02948	RP-S11; small subunit ribosomal protein S11
Leaf176|53	WP_055910882.1	cds3165	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
Leaf176|54	WP_056085999.1	cds1	OG0002072		
Leaf176|55	WP_056086005.1	cds3	OG0000105	K08083	algR; two-component system, LytTR family, response regulator AlgR
Leaf176|56	WP_056086008.1	cds5	OG0004659		
Leaf176|57	WP_056086011.1	cds6	OG0000469	K02066	mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein
Leaf176|58	WP_056086014.1	cds7	OG0002179	K02065	mlaF; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
Leaf176|59	WP_056086018.1	cds8	OG0002178	K02067	mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
Leaf176|60	WP_056086021.1	cds9			
Leaf176|61	WP_056086024.1	cds10	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
Leaf176|62	WP_056086027.1	cds11	OG0000802	K07478	ycaJ; putative ATPase
Leaf176|63	WP_056086030.1	cds12	OG0005455		
Leaf176|64	WP_056086033.1	cds13	OG0005456	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein
Leaf176|65	WP_056086036.1	cds14	OG0000072	K03286	TC.OOP; OmpA-OmpF porin, OOP family
Leaf176|66	WP_056086038.1	cds15	OG0005457		
Leaf176|67	WP_056086042.1	cds16	OG0001067	K03810	mviM; virulence factor
Leaf176|68	WP_056086045.1	cds17	OG0002049	K09933	mtfA; MtfA peptidase
Leaf176|69	WP_056086048.1	cds18	OG0006943		
Leaf176|70	WP_056086051.1	cds19	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Leaf176|71	WP_056086054.1	cds20			
Leaf176|72	WP_056086057.1	cds21	OG0000057	K03710	GntR family transcriptional regulator
Leaf176|73	WP_056086058.1	cds22			
Leaf176|74	WP_056086061.1	cds23	OG0001911	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein
Leaf176|75	WP_056086064.1	cds24	OG0005458	K16937	doxD; thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2]
Leaf176|76	WP_056086067.1	cds25	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
Leaf176|77	WP_056086069.1	cds26	OG0000300	K00354	E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]
Leaf176|78	WP_056086071.1	cds27	OG0002015	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Leaf176|79	WP_056086076.1	cds28			
Leaf176|80	WP_056086079.1	cds29	OG0003163		
Leaf176|81	WP_056086083.1	cds30	OG0000765	K01892	HARS; histidyl-tRNA synthetase [EC:6.1.1.21]
Leaf176|82	WP_056086085.1	cds31	OG0000105	K08083	algR; two-component system, LytTR family, response regulator AlgR
Leaf176|83	WP_056086089.1	cds32	OG0000166	K08082	algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
Leaf176|84	WP_056086092.1	cds33	OG0000205	K01679	E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]
Leaf176|85	WP_056086095.1	cds35	OG0004597		
Leaf176|86	WP_056086098.1	cds36			
Leaf176|87	WP_056086101.1	cds38	OG0003960	K09992	uncharacterized protein
Leaf176|88	WP_056086104.1	cds39			
Leaf176|89	WP_056086107.1	cds40	OG0001708		
Leaf176|90	WP_056086110.1	cds41			
Leaf176|91	WP_056086111.1	cds42			
Leaf176|92	WP_056086114.1	cds43			
Leaf176|93	WP_056086115.1	cds44	OG0002126	K03802	cphA; cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]
Leaf176|94	WP_056086116.1	cds45	OG0001611	K13282	cphB; cyanophycinase [EC:3.4.15.6]
Leaf176|95	WP_056086121.1	cds46	OG0003192	K13051	iaaA; beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]
Leaf176|96	WP_056086124.1	cds47			
Leaf176|97	WP_056086127.1	cds48	OG0001302	K03797	E3.4.21.102; carboxyl-terminal processing protease [EC:3.4.21.102]
Leaf176|98	WP_056086129.1	cds49	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
Leaf176|99	WP_056086132.1	cds50	OG0002769		
Leaf176|100	WP_056086135.1	cds52	OG0001469	K07386	pepO; putative endopeptidase [EC:3.4.24.-]
Leaf176|101	WP_056086138.1	cds55			
Leaf176|102	WP_056086142.1	cds57	OG0000078	K13694	mepS; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
Leaf176|103	WP_056086146.1	cds59	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
Leaf176|104	WP_056086149.1	cds60	OG0004660		
Leaf176|105	WP_056086152.1	cds61	OG0003200		
Leaf176|106	WP_056086155.1	cds62	OG0000356	K21029	moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]
Leaf176|107	WP_056086158.1	cds63	OG0006376		
Leaf176|108	WP_056086162.1	cds64	OG0006377		
Leaf176|109	WP_056086165.1	cds65			
Leaf176|110	WP_056086169.1	cds66			
Leaf176|111	WP_056086172.1	cds68	OG0000253	K01118	acpD; FMN-dependent NADH-azoreductase [EC:1.7.1.17]
Leaf176|112	WP_056086175.1	cds69	OG0000914	K01874	MARS; methionyl-tRNA synthetase [EC:6.1.1.10]
Leaf176|113	WP_056086177.1	cds70	OG0001214	K01297	ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
Leaf176|114	WP_056086180.1	cds71	OG0000320	K15977	putative oxidoreductase
Leaf176|115	WP_056086183.1	cds72			
Leaf176|116	WP_056086187.1	cds74	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
Leaf176|117	WP_056086190.1	cds75	OG0001917	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
Leaf176|118	WP_056086195.1	cds77			
Leaf176|119	WP_056086199.1	cds78			
Leaf176|120	WP_056086202.1	cds79	OG0001476		
Leaf176|121	WP_056086208.1	cds81			
Leaf176|122	WP_056086211.1	cds83	OG0005459		
Leaf176|123	WP_056086216.1	cds85	OG0000987	K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
Leaf176|124	WP_056086219.1	cds86	OG0000781		
Leaf176|125	WP_056086222.1	cds87	OG0000830	K07447	ruvX; putative holliday junction resolvase [EC:3.1.-.-]
Leaf176|126	WP_056086225.1	cds88	OG0001342		
Leaf176|127	WP_056086228.1	cds89	OG0001254	K02395	flgJ; flagellar protein FlgJ
Leaf176|128	WP_056086231.1	cds90	OG0001254	K02395	flgJ; flagellar protein FlgJ
Leaf176|129	WP_056086234.1	cds91	OG0004661		
Leaf176|130	WP_056086237.1	cds93	OG0004662		
Leaf176|131	WP_056086241.1	cds94	OG0005460		
Leaf176|132	WP_056086244.1	cds95	OG0000974	K03106	SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]
Leaf176|133	WP_056086247.1	cds96	OG0001411	K07391	comM; magnesium chelatase family protein
Leaf176|134	WP_056086249.1	cds97	OG0004663		
Leaf176|135	WP_056086252.1	cds98	OG0006375		
Leaf176|136	WP_056086254.1	cds99			
Leaf176|137	WP_056086257.1	cds100	OG0005461		
Leaf176|138	WP_056086259.1	cds101	OG0005462		
Leaf176|139	WP_056086263.1	cds102	OG0006944		
Leaf176|140	WP_056086266.1	cds103			
Leaf176|141	WP_056086269.1	cds104	OG0002830	K07576	metallo-beta-lactamase family protein
Leaf176|142	WP_056086270.1	cds105	OG0000760	K00147	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
Leaf176|143	WP_056086272.1	cds106	OG0000982	K00931	proB; glutamate 5-kinase [EC:2.7.2.11]
Leaf176|144	WP_056086276.1	cds107	OG0000731	K01354	ptrB; oligopeptidase B [EC:3.4.21.83]
Leaf176|145	WP_056086279.1	cds108	OG0006945		
Leaf176|146	WP_056086283.1	cds109	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
Leaf176|147	WP_056086286.1	cds110	OG0000243	K01462	PDF; peptide deformylase [EC:3.5.1.88]
Leaf176|148	WP_056086288.1	cds111	OG0002573		
Leaf176|149	WP_056086291.1	cds112	OG0000918	K07400	nfuA; Fe/S biogenesis protein NfuA
Leaf176|150	WP_056086296.1	cds113	OG0000915	K03593	mrp; ATP-binding protein involved in chromosome partitioning
Leaf176|151	WP_056086298.1	cds114	OG0001023	K03814	mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]
Leaf176|152	WP_056086303.1	cds115	OG0000904	K00760	hprT; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
Leaf176|153	WP_056086305.1	cds116	OG0004129	K01613	psd; phosphatidylserine decarboxylase [EC:4.1.1.65]
Leaf176|154	WP_056086308.1	cds117	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
Leaf176|155	WP_056086310.1	cds118	OG0000971	K02884	RP-L19; large subunit ribosomal protein L19
Leaf176|156	WP_056086313.1	cds119	OG0000972	K00554	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
Leaf176|157	WP_056086316.1	cds120	OG0000973	K02860	rimM; 16S rRNA processing protein RimM
Leaf176|158	WP_056086323.1	cds123	OG0002084		
Leaf176|159	WP_056086326.1	cds124	OG0001608	K00850	pfkA; 6-phosphofructokinase 1 [EC:2.7.1.11]
Leaf176|160	WP_056086329.1	cds125	OG0000409	K04084	dsbD; thiol:disulfide interchange protein DsbD [EC:1.8.1.8]
Leaf176|161	WP_056086332.1	cds126	OG0000409	K04084	dsbD; thiol:disulfide interchange protein DsbD [EC:1.8.1.8]
Leaf176|162	WP_056086335.1	cds127	OG0000967	K03524	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
Leaf176|163	WP_056086338.1	cds128	OG0000951	K09710	ybeB; ribosome-associated protein
Leaf176|164	WP_056086341.1	cds130	OG0002282	K00782	lldG; L-lactate dehydrogenase complex protein LldG
Leaf176|165	WP_056086346.1	cds131	OG0000180	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
Leaf176|166	WP_056086349.1	cds132			
Leaf176|167	WP_056086350.1	cds133	OG0003968	K07164	uncharacterized protein
Leaf176|168	WP_056086352.1	cds134	OG0001585		
Leaf176|169	WP_056086355.1	cds135			
Leaf176|170	WP_056086359.1	cds136			
Leaf176|171	WP_056086362.1	cds137	OG0003699		
Leaf176|172	WP_056086364.1	cds138	OG0000654	K03723	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
Leaf176|173	WP_056086366.1	cds139	OG0001581	K09954	uncharacterized protein
Leaf176|174	WP_056086371.1	cds140	OG0000556		
Leaf176|175	WP_056086374.1	cds142	OG0006946		
Leaf176|176	WP_056086377.1	cds144	OG0000200	K10806	yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]
Leaf176|177	WP_056086382.1	cds145	OG0000870	K00981	E2.7.7.41; phosphatidate cytidylyltransferase [EC:2.7.7.41]
Leaf176|178	WP_056086384.1	cds146			
Leaf176|179	WP_056086387.1	cds147	OG0002858	K07052	uncharacterized protein
Leaf176|180	WP_056086390.1	cds148	OG0000331	K05540	dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]
Leaf176|181	WP_056086393.1	cds151	OG0000064	K09471	puuB; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
Leaf176|182	WP_056086396.1	cds152	OG0000338	K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
Leaf176|183	WP_056086398.1	cds153	OG0001137	K09760	rmuC; DNA recombination protein RmuC
Leaf176|184	WP_056086401.1	cds154			
Leaf176|185	WP_056086405.1	cds155			
Leaf176|186	WP_056086408.1	cds156	OG0001217	K00946	thiL; thiamine-monophosphate kinase [EC:2.7.4.16]
Leaf176|187	WP_056086411.1	cds157	OG0004664		
Leaf176|188	WP_056086420.1	cds158	OG0001449	K03517	nadA; quinolinate synthase [EC:2.5.1.72]
Leaf176|189	WP_056086422.1	cds159	OG0000215	K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]
Leaf176|190	WP_056086426.1	cds160	OG0000373		
Leaf176|191	WP_056086430.1	cds161	OG0005463		
Leaf176|192	WP_056086432.1	cds163	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
Leaf176|193	WP_056086435.1	cds164	OG0000949	K07042	ybeY; probable rRNA maturation factor
Leaf176|194	WP_056086438.1	cds166	OG0002330	K16559	exoK; endo-1,3-1,4-beta-glycanase ExoK [EC:3.2.1.-]
Leaf176|195	WP_056086443.1	cds167	OG0002839	K01114	plc; phospholipase C [EC:3.1.4.3]
Leaf176|196	WP_056086446.1	cds169			
Leaf176|197	WP_056086453.1	cds171	OG0000454		
Leaf176|198	WP_056086456.1	cds172	OG0002560		
Leaf176|199	WP_056086460.1	cds173	OG0000117	K03543	emrA; membrane fusion protein, multidrug efflux system
Leaf176|200	WP_056086463.1	cds174	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
Leaf176|201	WP_056086465.1	cds175	OG0001287	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Leaf176|202	WP_056086467.1	cds176	OG0005464		
Leaf176|203	WP_056086471.1	cds177	OG0000092	K03671	trxA; thioredoxin 1
Leaf176|204	WP_056086474.1	cds178	OG0000393	K03386	PRDX2_4; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
Leaf176|205	WP_056086479.1	cds180	OG0004468		
Leaf176|206	WP_056086480.1	cds181	OG0004665		
Leaf176|207	WP_056086485.1	cds183	OG0001423	K15777	DOPA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]
Leaf176|208	WP_056086487.1	cds184	OG0000311		
Leaf176|209	WP_056086490.1	cds185	OG0000020	K07506	AraC family transcriptional regulator
Leaf176|210	WP_056086493.1	cds186	OG0002335		
Leaf176|211	WP_056086496.1	cds187			
Leaf176|212	WP_056086499.1	cds188	OG0000468	K07213	ATOX1; copper chaperone
Leaf176|213	WP_056086504.1	cds189	OG0006947		
Leaf176|214	WP_056086507.1	cds190	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
Leaf176|215	WP_056086508.1	cds191	OG0001282	K01142	E3.1.11.2; exodeoxyribonuclease III [EC:3.1.11.2]
Leaf176|216	WP_056086511.1	cds192	OG0000838	K01934	MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
Leaf176|217	WP_056086515.1	cds193	OG0000553	K02356	efp; elongation factor P
Leaf176|218	WP_056086520.1	cds195	OG0001426	K02193	ccmA; heme exporter protein A [EC:3.6.3.41]
Leaf176|219	WP_056086524.1	cds196	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
Leaf176|220	WP_056086529.1	cds197	OG0001289	K00677	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
Leaf176|221	WP_056086532.1	cds198	OG0001430	K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
Leaf176|222	WP_056086535.1	cds199	OG0000872	K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
Leaf176|223	WP_056086541.1	cds201	OG0005465		
Leaf176|224	WP_056086544.1	cds202	OG0000926	K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Leaf176|225	WP_056086547.1	cds203	OG0000588	K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
Leaf176|226	WP_056086550.1	cds204	OG0001877	K08641	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]
Leaf176|227	WP_056086553.1	cds205			
Leaf176|228	WP_056086557.1	cds206	OG0006948		
Leaf176|229	WP_056086560.1	cds207	OG0001420	K01070	frmB; S-formylglutathione hydrolase [EC:3.1.2.12]
Leaf176|230	WP_056086563.1	cds208	OG0001356	K07259	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]
Leaf176|231	WP_056086566.1	cds209	OG0004666		
Leaf176|232	WP_056086569.1	cds210	OG0005336		
Leaf176|233	WP_056086573.1	cds211			
Leaf176|234	WP_056086575.1	cds213	OG0001228	K07002	uncharacterized protein
Leaf176|235	WP_056086579.1	cds214			
Leaf176|236	WP_056086583.1	cds215	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf176|237	WP_056086586.1	cds216	OG0000165	K11741	sugE; quaternary ammonium compound-resistance protein SugE
Leaf176|238	WP_056086588.1	cds217	OG0006949		
Leaf176|239	WP_056086591.1	cds219	OG0004147		
Leaf176|240	WP_056086593.1	cds220	OG0000202	K07708	glnL; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
Leaf176|241	WP_056086595.1	cds221	OG0000792	K01885	EARS; glutamyl-tRNA synthetase [EC:6.1.1.17]
Leaf176|242	WP_056086599.1	cds222	OG0001082	K07054	uncharacterized protein
Leaf176|243	WP_056086602.1	cds223	OG0000816		
Leaf176|244	WP_056086605.1	cds224	OG0000421	K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
Leaf176|245	WP_056086608.1	cds225	OG0000086	K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
Leaf176|246	WP_056086614.1	cds227	OG0000358	K03412	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]
Leaf176|247	WP_056086617.1	cds228	OG0000086	K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
Leaf176|248	WP_056086620.1	cds229	OG0006950		
Leaf176|249	WP_056086623.1	cds230	OG0001421	K03744	lemA; LemA protein
Leaf176|250	WP_056086626.1	cds231	OG0004148		
Leaf176|251	WP_056086628.1	cds232	OG0004148		
Leaf176|252	WP_056086632.1	cds233	OG0000563	K06168	miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
Leaf176|253	WP_056086634.1	cds234	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
Leaf176|254	WP_056086637.1	cds235	OG0005466		
Leaf176|255	WP_056086640.1	cds236	OG0005467		
Leaf176|256	WP_056086643.1	cds237	OG0001472	K03075	secG; preprotein translocase subunit SecG
Leaf176|257	WP_056086646.1	cds238	OG0001112	K04078	groES; chaperonin GroES
Leaf176|258	WP_056086649.1	cds239	OG0000764	K04077	groEL; chaperonin GroEL
Leaf176|259	WP_056086654.1	cds240	OG0000329		
Leaf176|260	WP_056086657.1	cds242	OG0001200	K07507	mgtC; putative Mg2+ transporter-C (MgtC) family protein
Leaf176|261	WP_056086659.1	cds243	OG0000339	K01752	E4.3.1.17; L-serine dehydratase [EC:4.3.1.17]
Leaf176|262	WP_056086661.1	cds245	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
Leaf176|263	WP_056086664.1	cds246			
Leaf176|264	WP_056086669.1	cds247	OG0000524	K04080	ibpA; molecular chaperone IbpA
Leaf176|265	WP_056086671.1	cds248	OG0002828	K14596	crtX; zeaxanthin glucosyltransferase [EC:2.4.1.276]
Leaf176|266	WP_056086674.1	cds249			
Leaf176|267	WP_056086677.1	cds250			
Leaf176|268	WP_056086679.1	cds251	OG0005468		
Leaf176|269	WP_056086682.1	cds252	OG0000039	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf176|270	WP_056086685.1	cds253			
Leaf176|271	WP_056086688.1	cds254	OG0000968	K03641	tolB; TolB protein
Leaf176|272	WP_056086691.1	cds255	OG0002411		
Leaf176|273	WP_056086695.1	cds256	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf176|274	WP_056086697.1	cds257			
Leaf176|275	WP_056086699.1	cds258	OG0001167	K07734	paiB; transcriptional regulator
Leaf176|276	WP_056086702.1	cds259	OG0000398	K03306	TC.PIT; inorganic phosphate transporter, PiT family
Leaf176|277	WP_056086705.1	cds261	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
Leaf176|278	WP_056086707.1	cds262	OG0001367	K21929	udg; uracil-DNA glycosylase [EC:3.2.2.27]
Leaf176|279	WP_056086709.1	cds263	OG0001943		
Leaf176|280	WP_056086713.1	cds265	OG0000016	K07729	putative transcriptional regulator
Leaf176|281	WP_056086716.1	cds267	OG0005469		
Leaf176|282	WP_056086718.1	cds268	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
Leaf176|283	WP_056086721.1	cds269	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Leaf176|284	WP_056086724.1	cds270			
Leaf176|285	WP_056086726.1	cds271			
Leaf176|286	WP_056086728.1	cds272	OG0001118	K01737	queD; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
Leaf176|287	WP_056086732.1	cds273	OG0000410	K01495	GCH1; GTP cyclohydrolase IA [EC:3.5.4.16]
Leaf176|288	WP_056086734.1	cds274	OG0000424	K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
Leaf176|289	WP_056086737.1	cds275	OG0000202	K07708	glnL; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
Leaf176|290	WP_056086741.1	cds276	OG0005470		
Leaf176|291	WP_056086743.1	cds278	OG0003712		
Leaf176|292	WP_056086746.1	cds279	OG0002082	K02564	nagB; glucosamine-6-phosphate deaminase [EC:3.5.99.6]
Leaf176|293	WP_056086748.1	cds280	OG0001158	K09001	anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
Leaf176|294	WP_056086752.1	cds282			
Leaf176|295	WP_056086755.1	cds283	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
Leaf176|296	WP_056086758.1	cds284	OG0001131		
Leaf176|297	WP_056086764.1	cds287	OG0005471		
Leaf176|298	WP_056086767.1	cds288			
