KO	category-1	category-2	category-3	category-4	N of genes
K00031	Metabolism	Glutathione metabolism	Glutathione metabolism	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	1
K00031	Cellular Processes	Peroxisome	Peroxisome	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	1
K00033	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	2
K00033	Metabolism	Glutathione metabolism	Glutathione metabolism	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	2
K00035	Metabolism	Galactose metabolism	Galactose metabolism	gal; D-galactose 1-dehydrogenase [EC:1.1.1.48]	1
K00036	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	2
K00036	Metabolism	Glutathione metabolism	Glutathione metabolism	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	2
K00036	Human Diseases	Central carbon metabolism in cancer	Central carbon metabolism in cancer	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	2
K00036	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	2
K00043	Metabolism	Butanoate metabolism	Butanoate metabolism	gbd; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	4
K00052	Metabolism	C5-Branched dibasic acid metabolism	C5-Branched dibasic acid metabolism	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	1
K00052	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	1
K00053	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	1
K00053	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	1
K00057	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	1
K00058	Metabolism	Methane metabolism	Methane metabolism	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	2
K00058	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	2
K00058	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	2
K00059	Metabolism	Fatty acid biosynthesis	Fatty acid biosynthesis	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	25
K00059	Metabolism	Biotin metabolism	Biotin metabolism	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	25
K00059	Metabolism	Prodigiosin biosynthesis	Prodigiosin biosynthesis	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	25
K00059	Brite Hierarchies	Lipid biosynthesis proteins [BR:ko01004]	Lipid biosynthesis proteins [BR:ko01004]	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	25
K00060	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	4
K00064	Metabolism	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	1
K00064	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	1
K00074	Metabolism	Butanoate metabolism	Butanoate metabolism	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	2
K00074	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	2
K00074	Metabolism	Benzoate degradation	Benzoate degradation	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	2
K00075	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	1
K00075	Metabolism	Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	1
K00075	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	1
K00077	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	1
K00088	Metabolism	Purine metabolism	Purine metabolism	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	1
K00088	Metabolism	Drug metabolism - other enzymes	Drug metabolism - other enzymes	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	1
K00088	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	1
K00090	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	2
K00090	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	2
K00090	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	2
K00090	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	2
K00097	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	2
K00099	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	1
K00101	Metabolism	Pyruvate metabolism	Pyruvate metabolism	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	2
K00104	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	glcD; glycolate oxidase [EC:1.1.3.15]	4
K00108	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	1
K00111	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	1
K00116	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	1
K00116	Metabolism	Pyruvate metabolism	Pyruvate metabolism	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	1
K00117	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]	2
K00121	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Metabolism	Methane metabolism	Methane metabolism	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Metabolism	Fatty acid degradation	Fatty acid degradation	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Metabolism	Tyrosine metabolism	Tyrosine metabolism	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Metabolism	Retinol metabolism	Retinol metabolism	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Metabolism	Chloroalkane and chloroalkene degradation	Chloroalkane and chloroalkene degradation	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Metabolism	Drug metabolism - cytochrome P450	Drug metabolism - cytochrome P450	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Metabolism	Metabolism of xenobiotics by cytochrome P450	Metabolism of xenobiotics by cytochrome P450	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Metabolism	Naphthalene degradation	Naphthalene degradation	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00121	Human Diseases	Chemical carcinogenesis	Chemical carcinogenesis	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1
K00124	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	1
K00124	Metabolism	Methane metabolism	Methane metabolism	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	1
K00126	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]	1
K00126	Metabolism	Methane metabolism	Methane metabolism	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]	1
K00128	Metabolism	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Fatty acid degradation	Fatty acid degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Glycerolipid metabolism	Glycerolipid metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Histidine metabolism	Histidine metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Lysine degradation	Lysine degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Tryptophan metabolism	Tryptophan metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Insect hormone biosynthesis	Insect hormone biosynthesis	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Limonene and pinene degradation	Limonene and pinene degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Chloroalkane and chloroalkene degradation	Chloroalkane and chloroalkene degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00133	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1
K00133	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1
K00133	Metabolism	Lysine biosynthesis	Lysine biosynthesis	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1
K00133	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1
K00134	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	1
K00134	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	1
K00134	Environmental Information Processing	HIF-1 signaling pathway	HIF-1 signaling pathway	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	1
K00134	Human Diseases	Alzheimer disease	Alzheimer disease	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	1
K00134	Brite Hierarchies	Membrane trafficking [BR:ko04131]	Membrane trafficking [BR:ko04131]	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	1
K00134	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	1
K00135	Metabolism	Butanoate metabolism	Butanoate metabolism	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	7
K00135	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	7
K00135	Metabolism	Lysine degradation	Lysine degradation	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	7
K00135	Metabolism	Tyrosine metabolism	Tyrosine metabolism	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	7
K00135	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	7
K00140	Metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	1
K00140	Metabolism	Propanoate metabolism	Propanoate metabolism	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	1
K00140	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	1
K00140	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	1
K00145	Metabolism	Arginine biosynthesis	Arginine biosynthesis	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	1
K00147	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	1
K00147	Metabolism	Carbapenem biosynthesis	Carbapenem biosynthesis	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	1
K00148	Metabolism	Methane metabolism	Methane metabolism	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	2
K00148	Metabolism	Chloroalkane and chloroalkene degradation	Chloroalkane and chloroalkene degradation	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	2
K00154	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	1
K00156	Metabolism	Pyruvate metabolism	Pyruvate metabolism	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	1
K00161	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	2
K00161	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	2
K00161	Metabolism	Pyruvate metabolism	Pyruvate metabolism	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	2
K00161	Environmental Information Processing	HIF-1 signaling pathway	HIF-1 signaling pathway	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	2
K00161	Organismal Systems	Glucagon signaling pathway	Glucagon signaling pathway	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	2
K00161	Human Diseases	Central carbon metabolism in cancer	Central carbon metabolism in cancer	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	2
K00162	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Metabolism	Pyruvate metabolism	Pyruvate metabolism	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Environmental Information Processing	HIF-1 signaling pathway	HIF-1 signaling pathway	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Organismal Systems	Glucagon signaling pathway	Glucagon signaling pathway	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Human Diseases	Central carbon metabolism in cancer	Central carbon metabolism in cancer	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00164	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	1
K00164	Metabolism	Lysine degradation	Lysine degradation	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	1
K00164	Metabolism	Tryptophan metabolism	Tryptophan metabolism	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	1
K00208	Metabolism	Fatty acid biosynthesis	Fatty acid biosynthesis	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	2
K00208	Metabolism	Biotin metabolism	Biotin metabolism	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	2
K00208	Metabolism	Prodigiosin biosynthesis	Prodigiosin biosynthesis	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	2
K00208	Brite Hierarchies	Lipid biosynthesis proteins [BR:ko01004]	Lipid biosynthesis proteins [BR:ko01004]	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	2
K00215	Metabolism	Lysine biosynthesis	Lysine biosynthesis	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	1
K00215	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	1
K00228	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	1
K00240	Metabolism	Butanoate metabolism	Butanoate metabolism	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1
K00240	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1
K00240	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1
K00240	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1
K00241	Metabolism	Butanoate metabolism	Butanoate metabolism	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	1
K00241	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	1
K00241	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	1
K00241	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	1
K00242	Metabolism	Butanoate metabolism	Butanoate metabolism	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	1
K00242	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	1
K00242	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	1
K00242	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	1
K00249	Metabolism	Propanoate metabolism	Propanoate metabolism	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	1
K00249	Metabolism	Fatty acid degradation	Fatty acid degradation	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	1
K00249	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	1
K00249	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	1
K00249	Organismal Systems	PPAR signaling pathway	PPAR signaling pathway	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	1
K00252	Metabolism	Fatty acid degradation	Fatty acid degradation	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	1
K00252	Metabolism	Lysine degradation	Lysine degradation	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	1
