KO	category-1	category-2	category-3	category-4	N of genes
K00031	Metabolism	Glutathione metabolism	Glutathione metabolism	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	1
K00031	Cellular Processes	Peroxisome	Peroxisome	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	1
K00033	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	1
K00033	Metabolism	Glutathione metabolism	Glutathione metabolism	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	1
K00036	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	1
K00036	Metabolism	Glutathione metabolism	Glutathione metabolism	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	1
K00036	Human Diseases	Central carbon metabolism in cancer	Central carbon metabolism in cancer	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	1
K00036	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	1
K00052	Metabolism	C5-Branched dibasic acid metabolism	C5-Branched dibasic acid metabolism	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	1
K00052	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	1
K00053	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	1
K00053	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	1
K00057	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	1
K00058	Metabolism	Methane metabolism	Methane metabolism	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	1
K00058	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	1
K00058	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	1
K00059	Metabolism	Fatty acid biosynthesis	Fatty acid biosynthesis	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	18
K00059	Metabolism	Biotin metabolism	Biotin metabolism	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	18
K00059	Metabolism	Prodigiosin biosynthesis	Prodigiosin biosynthesis	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	18
K00059	Brite Hierarchies	Lipid biosynthesis proteins [BR:ko01004]	Lipid biosynthesis proteins [BR:ko01004]	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	18
K00060	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	2
K00067	Metabolism	Polyketide sugar unit biosynthesis	Polyketide sugar unit biosynthesis	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	2
K00067	Metabolism	Streptomycin biosynthesis	Streptomycin biosynthesis	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	2
K00074	Metabolism	Butanoate metabolism	Butanoate metabolism	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	1
K00074	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	1
K00074	Metabolism	Benzoate degradation	Benzoate degradation	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	1
K00075	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	1
K00075	Metabolism	Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	1
K00075	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	1
K00088	Metabolism	Purine metabolism	Purine metabolism	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	1
K00088	Metabolism	Drug metabolism - other enzymes	Drug metabolism - other enzymes	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	1
K00088	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	1
K00090	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	2
K00090	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	2
K00090	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	2
K00090	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	2
K00097	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	1
K00099	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	1
K00101	Metabolism	Pyruvate metabolism	Pyruvate metabolism	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	1
K00104	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	glcD; glycolate oxidase [EC:1.1.3.15]	1
K00111	Metabolism	Glycerophospholipid metabolism	Glycerophospholipid metabolism	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	1
K00116	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	1
K00116	Metabolism	Pyruvate metabolism	Pyruvate metabolism	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	1
K00124	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	1
K00124	Metabolism	Methane metabolism	Methane metabolism	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	1
K00128	Metabolism	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Pyruvate metabolism	Pyruvate metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Fatty acid degradation	Fatty acid degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Glycerolipid metabolism	Glycerolipid metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Histidine metabolism	Histidine metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Lysine degradation	Lysine degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Tryptophan metabolism	Tryptophan metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	beta-Alanine metabolism	beta-Alanine metabolism	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Insect hormone biosynthesis	Insect hormone biosynthesis	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Limonene and pinene degradation	Limonene and pinene degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00128	Metabolism	Chloroalkane and chloroalkene degradation	Chloroalkane and chloroalkene degradation	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	1
K00131	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	1
K00131	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	1
K00133	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1
K00133	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1
K00133	Metabolism	Lysine biosynthesis	Lysine biosynthesis	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1
K00133	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1
K00134	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	2
K00134	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	2
K00134	Environmental Information Processing	HIF-1 signaling pathway	HIF-1 signaling pathway	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	2
K00134	Human Diseases	Alzheimer disease	Alzheimer disease	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	2
K00134	Brite Hierarchies	Membrane trafficking [BR:ko04131]	Membrane trafficking [BR:ko04131]	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	2
K00134	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	2
K00145	Metabolism	Arginine biosynthesis	Arginine biosynthesis	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	1
K00147	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	1
K00147	Metabolism	Carbapenem biosynthesis	Carbapenem biosynthesis	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	1
K00148	Metabolism	Methane metabolism	Methane metabolism	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	1
K00148	Metabolism	Chloroalkane and chloroalkene degradation	Chloroalkane and chloroalkene degradation	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	1
K00156	Metabolism	Pyruvate metabolism	Pyruvate metabolism	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	2
K00161	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	1
K00161	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	1
K00161	Metabolism	Pyruvate metabolism	Pyruvate metabolism	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	1
K00161	Environmental Information Processing	HIF-1 signaling pathway	HIF-1 signaling pathway	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	1
K00161	Organismal Systems	Glucagon signaling pathway	Glucagon signaling pathway	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	1
K00161	Human Diseases	Central carbon metabolism in cancer	Central carbon metabolism in cancer	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	1
K00162	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Metabolism	Pyruvate metabolism	Pyruvate metabolism	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Environmental Information Processing	HIF-1 signaling pathway	HIF-1 signaling pathway	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Organismal Systems	Glucagon signaling pathway	Glucagon signaling pathway	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00162	Human Diseases	Central carbon metabolism in cancer	Central carbon metabolism in cancer	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	2
K00164	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	1
K00164	Metabolism	Lysine degradation	Lysine degradation	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	1
K00164	Metabolism	Tryptophan metabolism	Tryptophan metabolism	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	1
K00185	Not Included in Pathway or Brite	Energy metabolism	Energy metabolism	K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit	1
K00209	Metabolism	Butanoate metabolism	Butanoate metabolism	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	1
K00209	Metabolism	Fatty acid biosynthesis	Fatty acid biosynthesis	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	1
K00209	Brite Hierarchies	Lipid biosynthesis proteins [BR:ko01004]	Lipid biosynthesis proteins [BR:ko01004]	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	1
K00215	Metabolism	Lysine biosynthesis	Lysine biosynthesis	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	1
K00215	Metabolism	Monobactam biosynthesis	Monobactam biosynthesis	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	1
K00228	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	1
K00240	Metabolism	Butanoate metabolism	Butanoate metabolism	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1
K00240	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1
K00240	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1
K00240	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	1
K00241	Metabolism	Butanoate metabolism	Butanoate metabolism	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	1
K00241	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	1
K00241	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	1
K00241	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	1
K00243	Not Included in Pathway or Brite	Function unknown	Function unknown	K00243; uncharacterized protein	1
K00252	Metabolism	Fatty acid degradation	Fatty acid degradation	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	1
K00252	Metabolism	Lysine degradation	Lysine degradation	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	1
K00252	Metabolism	Tryptophan metabolism	Tryptophan metabolism	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	1
K00252	Metabolism	Benzoate degradation	Benzoate degradation	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	1
K00253	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	4
K00254	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]	1
K00262	Metabolism	Nitrogen metabolism	Nitrogen metabolism	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	1
K00262	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	1
K00262	Metabolism	Arginine biosynthesis	Arginine biosynthesis	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	1
K00263	Metabolism	Valine, leucine and isoleucine biosynthesis	Valine, leucine and isoleucine biosynthesis	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	1
K00263	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	1
K00265	Metabolism	Nitrogen metabolism	Nitrogen metabolism	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]	1
K00265	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]	1
K00265	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]	1
K00266	Metabolism	Nitrogen metabolism	Nitrogen metabolism	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]	1
K00266	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]	1
K00275	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	pdxH, PNPO; pyridoxamine 5-phosphate oxidase [EC:1.4.3.5]	1
K00278	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	nadB; L-aspartate oxidase [EC:1.4.3.16]	2
K00278	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	nadB; L-aspartate oxidase [EC:1.4.3.16]	2
K00281	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	1
K00281	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	1
K00285	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]	1
K00286	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1
K00287	Metabolism	Folate biosynthesis	Folate biosynthesis	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	1
K00287	Metabolism	One carbon pool by folate	One carbon pool by folate	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	1
K00287	Human Diseases	Antifolate resistance	Antifolate resistance	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	1
K00297	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	1
K00297	Metabolism	One carbon pool by folate	One carbon pool by folate	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	1
K00297	Human Diseases	Antifolate resistance	Antifolate resistance	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	1
K00318	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	PRODH; proline dehydrogenase [EC:1.5.-.-]	1
K00324	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	1
K00329	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	E7.1.1.2; NADH dehydrogenase [EC:7.1.1.2]	1
K00330	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	1
K00331	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	1
K00332	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	1
K00334	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	1
K00335	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	1
K00336	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	1
K00337	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	1
K00338	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	1
K00339	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	1
K00340	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	1
K00341	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	1
